concept_id|concept_name|concept_code
45610036|1-hydroxycholecalciferol|C008088
45610037|limonene|C008281
45610038|phosphocellulose|C008881
45610039|plasma protein fraction|C008930
45610040|succinylsulfathiazole|C009342
45610041|sulfanilylurea|C009348
45610042|monosulfiram|C009822
45610043|benzonidazole|C009999
45610044|etofamide|C010151
45610045|halazepam|C010175
45610046|fenbufen|C010725
45610047|bismuth subnitrate|C010804
45610048|tulobuterol|C010809
45610049|aluminum chloride|C010845
45610050|barbexaclone|C011019
45610051|demegestone|C011214
45610060|polysulfated glycosaminoglycan|C013786
45610061|fusafungin|C014001
45610062|3-(2',4',5'-triethoxybenzoyl)propionic acid|C014258
45610063|urapidil|C015568
45610064|triflusal|C016167
45610065|dihydroxyaluminum sodium carbonate|C016386
45610066|aluminum chlorhydrate|C016976
45610067|lonazolac|C017472
45610068|isolanid|C018548
45610069|6-acetylaminocaproic acid|C018802
45610070|carbetapentane|C018861
45610071|cicloxilic acid|C018873
45610072|mercuric oxide|C019468
45610073|triazulenone|C020168
45610074|ferrous sulfate|C020748
45610075|gemeprost|C021182
45610076|aceprometazine|C021280
45610077|deflazacort|C021988
45610078|5-methoxypsoralen|C022909
45610079|acecarbromal|C023718
45610080|ammonium phosphate|C024788
45610081|quazepam|C025130
45610082|sunflower seed oil|C025911
45610083|potassium bicarbonate|C026329
45610084|acipimox|C027696
45610085|dolomite|C028042
45610086|quinupramine|C028338
45610087|dodecyl sulfate|C028913
45610088|alpha-ketoglutaric acid|C029743
45610089|nifurzide|C029924
45610090|potassium hydroxide|C029943
45610091|coumarin|C030123
45610092|clemizolpenicillin|C030906
45610093|ethylenediamine|C031234
45610094|caprylic acid|C031492
45610095|propentofylline|C032114
45610096|olsalazine|C032587
45610097|boric acid|C032688
45610098|ethanolamine oleate|C033343
45610099|fenticonazole|C033486
45610100|drospirenone|C035144
45610101|sultamicillin|C035444
45610102|aniracetam|C036466
45611528|Gout, HPRT-Related|C562583
45611529|Xanthinuria, Type I|C562584
45611530|Purine Nucleoside Phosphorylase Deficiency|C562587
45611531|Lactase Deficiency, Congenital|C562600
45611532|Glucose/Galactose Malabsorption|C562602
45611533|Cutis Laxa, Autosomal Recessive, Type I|C562628
45611534|Epidermolysis Bullosa, Junctional, Non-Herlitz Type|C562639
45611535|Hypophosphatasia, Infantile|C562646
45611536|BADS Syndrome|C562663
45611537|Hyperbilirubinemia, Transient Familial Neonatal|C562692
45611538|Isolated Growth Hormone Deficiency, Type II|C562704
45611539|Pituitary Dwarfism with Large Sella Turcica|C562705
45611540|Prolactin Deficiency, Isolated|C562708
45611541|Rh Deficiency Syndrome|C562717
45611542|Tn Syndrome|C562719
45611543|Eosinophilia, Familial|C562722
45611544|Histiocytosis, Familial Lipochrome|C562738
45611545|Macular Dystrophy, Retinal, 2|C562746
45611546|Epistaxis, Hereditary|C562751
45611547|Mason-Type Diabetes|C562772
45611548|Diabetes Mellitus, Type Ii, Autosomal Dominant|C562773
45611549|Carnitine Palmitoyltransferase I Deficiency|C562811
45611550|Comedones, Familial Dyskeratotic|C562838
45611551|Pulmonic Stenosis and Congenital Nephrosis|C562895
45611552|Chondrodysplasia Punctata, Tibia-Metacarpal Type|C562961
45611553|Brachyolmia Type 3|C562963
45611554|Pulmonary Hypoplasia, Primary|C562992
45611555|Preauricular Fistulae, Congenital|C563015
45611556|Myositis, Eosinophilic|C563213
45611557|Corneal Dystrophy, Fleck|C563256
45611558|Inosine Triphosphatase Deficiency|C564127
45611559|Arterial Tortuosity Syndrome|C565942
45611560|2-Methylbutyryl-Coa Dehydrogenase Deficiency|C566487
45611561|Axenfeld-Rieger Anomaly|C567521
45611562|Abortion, Incomplete|D000027
45611563|Adjustment Disorders|D000275
45611564|Administration, Intravaginal|D000282
45611565|Administration, Topical|D000287
45611566|Adolescence|D000293
45611567|Adrenal Gland Neoplasms|D000310
45611568|Aftercare|D000359
45611569|Airway Obstruction|D000402
45611570|Alcuronium|D000443
45611571|Alkalosis|D000471
45611572|Alkalosis, Respiratory|D000472
45611573|Alkaptonuria|D000474
45611574|Mucinosis, Follicular|D000507
45611575|alpha-Amylases|D000516
45611576|Amiloride|D000584
45611577|Amino Acid Metabolism, Inborn Errors|D000592
45611578|Amino Acid Sequence|D000595
45611579|Amniocentesis|D000649
45611580|Amyotrophic Lateral Sclerosis|D000690
45611581|Anemia, Hemolytic, Congenital Nonspherocytic|D000746
45611582|Anesthesia, General|D000768
45611583|Anesthesia, Intratracheal|D000770
45611584|Anger|D000786
45611585|Angina, Unstable|D000789
45611586|Animal Husbandry|D000822
45611587|Aniseikonia|D000839
45611588|Anodontia|D000848
45611589|Anxiety|D001007
45611590|Aortic Diseases|D001018
45611591|Aortic Valve Stenosis|D001024
45611592|Apgar Score|D001034
45611593|Apomorphine|D001058
45611594|Appendectomy|D001062
45611595|Apraxias|D001072
45611596|Argyria|D001129
45611597|Arterial Occlusive Diseases|D001157
45611598|Asbestosis|D001195
45611599|Asthma, Exercise-Induced|D001250
45611600|Atrial Fibrillation|D001281
45611601|Attention|D001288
45611602|Autistic Disorder|D001321
45611603|Autonomic Nervous System Diseases|D001342
45611604|Bender-Gestalt Test|D001538
45611605|Berberine|D001599
45611606|Beriberi|D001602
45611607|Bibliotherapy|D001638
45611608|Cholestasis, Extrahepatic|D001651
45611609|Biopsy, Needle|D001707
45611610|Biperiden|D001712
45611611|Bisacodyl|D001726
45611612|Blast Crisis|D001752
45611613|Bleeding Time|D001760
45611614|Bleomycin|D001761
45611615|Blepharitis|D001762
45613042|Hydatidiform Mole|D006828
45613043|Hydralazine|D006830
45613044|Hydroxyestrones|D006894
45613045|Hyperlipoproteinemia Type II|D006938
45613046|Hyperesthesia|D006941
45613047|Hyperhidrosis|D006945
45613048|Hyperlipoproteinemia Type III|D006952
45613049|Hypersensitivity|D006967
45613050|Hypervitaminosis A|D006986
45613051|Hypoglycemia|D007003
45613052|Hypoparathyroidism|D007011
45613053|Hypophosphatasia|D007014
45613054|Hypoproteinemia|D007019
45613055|Hypospadias|D007021
45613056|Hypothermia|D007035
45613057|Hypothermia, Induced|D007036
45613058|Hypoventilation|D007040
45613059|Hysterectomy|D007044
45613060|Ifosfamide|D007069
45613061|Immunoglobulin G|D007074
45613062|Immunization, Passive|D007116
45613063|Immunoblastic Lymphadenopathy|D007119
45613064|Inappropriate ADH Syndrome|D007177
45613065|Incest|D007179
45613066|Infant, Newborn, Diseases|D007232
45613067|Infectious Bovine Rhinotracheitis|D007241
45613068|Infertility, Female|D007247
45613069|Infertility, Male|D007248
45613070|Injections, Intradermal|D007271
45613071|Inosinic Acid|D007291
45613072|Insulin, Regular, Beef-Pork|D007328
45613073|Intermittent Claudication|D007383
45613074|Intestinal Diseases, Parasitic|D007411
45613075|Intestinal Fistula|D007412
45613076|Intestinal Perforation|D007416
45613077|Intestinal Pseudo-Obstruction|D007418
45613078|Intrauterine Device Expulsion|D007433
45613079|Ioxaglate|D007485
45613080|Lavage|D007507
45613081|Inosine Pranobex|D007542
45613082|Isoproterenol|D007545
45613083|Jaw Neoplasms|D007573
45613084|Jejunostomy|D007582
45613085|Kanamycin|D007612
45613086|Kaolin|D007616
45613087|Kearns-Sayre Syndrome|D007625
45613088|Keratitis|D007634
45613089|Keratosis|D007642
45613090|Ketoconazole|D007654
45613091|Kidney Calculi|D007669
45613092|Kinetin|D007701
45613093|Lactation Disorders|D007775
45613094|Lactose|D007785
45613095|Lactose Factors|D007786
45613096|Lactose Intolerance|D007787
45613097|Laryngectomy|D007825
45613098|Laryngismus|D007826
45613099|Laryngitis|D007827
45613100|Leiomyosarcoma|D007890
45613101|Leishmaniasis, Mucocutaneous|D007897
45613102|Leukemia, Mast-Cell|D007946
45613103|Leukemia, Plasma Cell|D007952
45613104|Leukoencephalopathy, Progressive Multifocal|D007968
45613105|Leukoplakia, Oral|D007972
45613106|Libido|D007989
45613107|Ligation|D008026
45613108|Lipidoses|D008064
45613109|Lipomatosis|D008068
45613110|Liver Abscess, Amebic|D008101
45613111|Liver Cirrhosis, Biliary|D008105
45613112|Liver Function Tests|D008111
45613113|Loperamide|D008139
45613114|Lorazepam|D008140
45613115|Lovastatin|D008148
45613116|Lown-Ganong-Levine Syndrome|D008151
45613117|Ludwig's Angina|D008158
45613118|Lung Diseases|D008171
45613119|Lupus Erythematosus, Cutaneous|D008178
45613120|Lupus Erythematosus, Discoid|D008179
45613121|Lupus Nephritis|D008181
45613122|Lying|D008192
45613123|Lyme Disease|D008193
45613124|Lymph Node Excision|D008197
45613125|Lymphangitis|D008205
45613126|Lymphocyte Depletion|D008212
45613127|Lymphopenia|D008231
45613128|Waldenstrom Macroglobulinemia|D008258
45613129|Macroglossia|D008260
45613130|Malathion|D008294
45613131|Mandibular Injuries|D008338
45613132|Marfan Syndrome|D008382
45613133|Masturbation|D008418
45613134|Meclofenamate|D008469
45613135|Mediastinal Neoplasms|D008479
45613136|Medication Errors|D008508
45613137|Megacolon|D008531
45614567|Thrombelastography|D013916
45614568|Thromboangiitis Obliterans|D013919
45614569|Thrombocytopenia|D013921
45614570|Thrombocytosis|D013922
45614571|Thymoma|D013945
45614572|Thymus Neoplasms|D013953
45614573|Thyroiditis, Subacute|D013968
45614574|Thyroxine|D013974
45614575|Stannous Fluoride|D014002
45614576|Tinidazole|D014011
45614577|Togaviridae Infections|D014036
45614578|Toilet Training|D014039
45614579|Tomography|D014054
45614580|Tongue, Fissured|D014063
45614581|Tooth Abnormalities|D014071
45614582|Tooth Diseases|D014076
45614583|Tooth, Impacted|D014095
45614592|Tuberculosis, Lymph Node|D014388
45614593|Tuberculosis, Miliary|D014391
45614594|Tuberculosis, Pleural|D014396
45614595|Fibroma, Shope|D014412
45614596|Twins, Dizygotic|D014429
45614597|Tympanoplasty|D014433
45614598|Unithiol|D014494
45614599|Urachal Cyst|D014496
45614600|Urea|D014508
45614601|Uterine Inertia|D014593
45614602|Uterine Prolapse|D014596
45614603|Uveoparotid Fever|D014608
45614604|Vestibuloplasty|D014727
45614605|Vitamin B Complex|D014803
45614606|Vitamin E|D014810
45614607|Vitreous Hemorrhage|D014823
45614608|Vocational Education|D014829
45614609|Vomiting|D014839
45614610|Water|D014867
45614611|Wegener Granulomatosis|D014890
45614612|Weightlessness|D014893
45614613|Weil Disease|D014895
45614614|Werner Syndrome|D014898
45614615|Wound Infection|D014946
45614616|Wounds and Injuries|D014947
45614617|Wounds, Gunshot|D014948
45614618|Wounds, Nonpenetrating|D014949
45614619|Xanthomatosis|D014973
45614620|Xenon|D014978
45614621|Xylitol|D014993
45614622|Yohimbine|D015016
45614623|Zeranol|D015029
45614624|Dementia, Multi-Infarct|D015161
45614625|Lipectomy|D015187
45614626|Time-Resolved Immunofluorometric Assay|D015200
45614627|Gemfibrozil|D015248
45614628|Aclarubicin|D015250
45614629|Idarubicin|D015255
45614630|Discitis|D015299
45614631|Cefotetan|D015313
45614632|Gene Rearrangement|D015321
45614633|Pyruvate Dehydrogenase Complex Deficiency Disease|D015325
45614634|Gene Rearrangement, gamma-Chain T-Cell Antigen Receptor|D015334
45614635|Vision, Low|D015354
45614636|Mastectomy, Radical|D015409
45614637|Scleritis|D015423
45614638|Isotretinoin|D015474
45614639|HTLV-II Infections|D015491
45614640|Salivary Gland Calculi|D015494
45614641|Sphenoid Sinusitis|D015524
45614642|Choledochal Cyst|D015529
45614643|Transactivation|D015533
45614644|Injections, Intralesional|D015552
45614645|Josamycin|D015570
45614646|Roxithromycin|D015575
45614647|Nutrition Assessment|D015596
45614648|Lambert-Eaton Myasthenic Syndrome|D015624
45614649|Magnesium Chloride|D015636
45614650|Tylosin|D015645
45614651|Cystectomy|D015653
45614652|Acupuncture Analgesia|D015667
45614653|Acupuncture Therapy|D015670
45614654|Almitrine|D015765
45614655|Ocular Hypotension|D015814
45614656|Gene Expression|D015870
45614657|Mydriasis|D015878
45614658|Tomography, Emission-Computed, Single-Photon|D015899
45614659|Motion Therapy, Continuous Passive|D015915
45614660|Bone Transplantation|D016025
45614661|Didanosine|D016049
45614662|Analgesia, Patient-Controlled|D016058
45614663|Parathyroidectomy|D016105
45616085|tromantadine|C004279
45616086|pimethixene|C004327
45616087|butamben|C004605
45616088|cyclothiazide|C004639
45616089|methixene|C005111
45616090|sodium metabisulfite|C005200
45616091|moroxydine|C005267
45616092|benoxinate|C005298
45616093|cloxazolam|C005522
45616094|crotamiton|C005553
45616095|propamidine|C005555
45616096|paramethadione|C005731
45616130|calcium galactogluconate bromide|C018239
45616131|tricalcium phosphate|C018392
45616132|hexamidine|C018961
45616133|pamidronate|C019248
45616134|benzylthiouracil|C019269
45616135|keracyanin|C020386
45616136|zomepirac|C020549
45616137|sodium selenate|C021747
45616138|stannous chloride|C023599
45616139|dienogest|C023635
45616140|halofantrine|C023768
45616141|strontium chloride|C025700
45616142|theanine|C026166
45616143|gallium nitrate|C027235
45616144|tibolone|C027385
45616145|mercuric chloride, ammoniated|C028431
45616146|pralidoxime|C028797
45616147|tioclomarol|C028833
45616148|adipic acid|C029900
45616149|formic acid|C030544
45616150|menatetrenone|C030814
45616151|aluminum monostearate|C031183
45616152|methylnaltrexone|C032257
45616153|trolamine salicylate|C032758
45616154|metocurine|C032943
45616155|aluminum magnesium silicate|C033065
45616156|bismuth oxide|C033301
45616157|nilvadipine|C035100
45616158|prednicarbate|C035287
45616159|nabumetone|C035605
45616160|oxcarbazepine|C036006
45616161|prednylidene|C036266
45616162|bifonazole|C036596
45616163|idebenone|C036619
45616164|potassium bromide|C039004
45616165|Permixon|C040972
45616166|imidazole-2-hydroxybenzoate|C043292
45616167|iron succinyl milk protein complex|C043615
45616168|methdilazine|C044642
45616169|hepatitis B hyperimmune globulin|C045213
45616170|cinitapride|C045316
45616171|gepefrine|C045355
45616172|rotigotine|C047508
45616173|fenoverine|C048314
45616174|piketoprofen|C048832
45616175|modafinil|C048833
45616176|quinethazone|C050700
45616177|atipamezole|C050701
45616178|thymomodulin|C051006
45616179|irinotecan|C051890
45616180|cefprozil|C052018
45616181|topiramate|C052342
45616182|spirapril|C052555
45616183|zinc hydroxide|C052745
45616184|manidipine|C054218
45616185|calcipotriene|C055085
45616186|myrtol|C055632
45616187|imiquimod|C056493
45616188|exemestane|C056516
45616189|troglitazone|C057693
45616190|cidofovir|C059262
45616191|dolasetron|C060344
45616192|zafirlukast|C062735
45616193|dorzolamide|C062765
45616194|adapalene|C063610
45616195|pantoprazole|C064276
45616196|atorvastatin|C065179
45617604|Acrocephalopolysyndactyly Type II|C563187
45617605|Mydriasis, Congenital|C563221
45617606|Muscular Dystrophy, Cardiac Type|C563247
45617607|Presenile And Senile Dementia|C563254
45617608|Microspherophakia|C563255
45617609|Islet Cell Adenomatosis|C563258
45617610|Ectopia Lentis with Ectopia of Pupil|C563268
45617611|Neuroacanthocytosis, Mcleod Type|C564038
45617612|Minicore Myopathy with External Ophthalmoplegia|C564969
45617613|Hypobetalipoproteinemia, Familial|C566267
45617614|Episodic Kinesigenic Dyskinesia 1|C566847
45617615|Opitz GBBB Syndrome, X-Linked|C567932
45617616|Inhalation anthrax|C571912
45617617|4-butyl-1-(4-hydroxyphenyl)-2-phenyl-3,5-pyrazolidinedione|C575199
45617618|Abdomen, Acute|D000006
45617619|Abortion, Habitual|D000026
45617620|Abscess|D000038
45617621|Acanthosis Nigricans|D000052
45617622|Accident Prevention|D000056
45617623|Accident Proneness|D000057
45617624|Accidents, Aviation|D000060
45617625|Acenocoumarol|D000074
45617626|Acetazolamide|D000086
45617627|Acidosis|D000138
45617628|Acoustic Impedance Tests|D000158
45617629|Acromegaly|D000172
45617630|Acting Out|D000184
45617631|Adenolymphoma|D000235
45617632|Adenoviridae|D000256
45617633|Adiposis Dolorosa|D000274
45617634|Administration, Inhalation|D000280
45617635|Administration, Intranasal|D000281
45617636|Instillation, Bladder|D000283
45617637|Adrenal Gland Diseases|D000307
45617638|Aerophagy|D000334
45617639|Ageusia|D000370
45617640|Agranulocytosis|D000380
45617641|Ajmaline|D000404
45617642|Albuminuria|D000419
45617643|Alcoholism|D000437
45617644|Alkaline Phosphatase|D000469
45617645|Eflornithine|D000518
45617646|Altitude Sickness|D000532
45617647|Amantadine|D000547
45617648|Amdinocillin|D000560
45617649|Amenorrhea|D000568
45617650|Aminophylline|D000628
45617651|Ammonium Chloride|D000643
45617652|Amnesia, Retrograde|D000648
45617653|Ampicillin|D000667
45617654|Ancylostomiasis|D000724
45617655|Anemia, Hemolytic, Autoimmune|D000744
45617656|Anemia, Hypochromic|D000747
45617657|Anesthesia, Epidural|D000767
45617658|Paracervical Block|D000773
45617659|Anesthetics, Local|D000779
45617660|Anestrus|D000780
45617661|Aneurysm, Infected|D000785
45617662|Angina Pectoris|D000787
45617663|Angiography|D000792
45617664|Anterior Compartment Syndrome|D000868
45617665|Anthracosilicosis|D000874
45617666|Anthralin|D000875
45617667|Anus Diseases|D001004
45617668|Aortic Arch Syndromes|D001015
45617669|Aortic Valve Insufficiency|D001022
45617670|Aphasia, Wernicke|D001041
45617671|Appendiceal Neoplasms|D001063
45617672|Appendicitis|D001064
45617673|Arachnoiditis|D001100
45617674|Arginine|D001120
45617675|Arginine Vasopressin|D001127
45617676|Arm Injuries|D001134
45617677|Arteriovenous Fistula|D001164
45617678|Arthrogryposis|D001176
45617679|Arthropathy, Neurogenic|D001177
45617680|Aspergillosis, Allergic Bronchopulmonary|D001229
45617681|Asthenopia|D001248
45617682|Ataxia Telangiectasia|D001260
45617683|Athletic Injuries|D001265
45617684|Atracurium|D001279
45617685|Auditory Perceptual Disorders|D001308
45617686|Sympathetic Nerve Block|D001340
45617687|Aversive Therapy|D001348
45617688|Azlocillin|D001390
45617689|BCG Vaccine|D001500
45617690|Beclomethasone|D001507
45617691|Bed Rest|D001510
45617692|Mental Disorders|D001523
45617693|Belladonna Alkaloids|D001533
45617694|Bendroflumethiazide|D001539
45617695|Bereavement|D001601
45617696|Berylliosis|D001607
