id|drug_HOI_relationship|evidence_type|modality|evidence_source_code_id|statistic value|evidence_linkout|statistic_type
236|1308216-35506621|aers_ebgm||5|0.4699999988|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
237|1308216-35506621|aers_eb05||5|0.1809999943|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
238|1308216-35607078|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
239|1308216-35607078|aers_ebgm||5|0.621999979|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
240|1308216-35607078|aers_eb05||5|0.2939999998|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
241|1308216-36009764|aers_report_count||5|138|https://open.fda.gov/drug/event/reference/|COUNT
242|1308216-36009764|aers_ebgm||5|6.5500001907|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
243|1308216-36009764|aers_eb05||5|5.6799998283|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
244|1308216-36009851|aers_report_count||5|12|https://open.fda.gov/drug/event/reference/|COUNT
245|1308216-36009851|aers_ebgm||5|4.0700001717|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
246|1308216-36009851|aers_eb05||5|2.5|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
247|1308216-36211197|aers_report_count||5|27|https://open.fda.gov/drug/event/reference/|COUNT
248|1308216-36211197|aers_ebgm||5|0.8799999952|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
249|1308216-36211197|aers_eb05||5|0.6370000243|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
250|1308216-35909568|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
251|1308216-35909568|aers_ebgm||5|0.6039999723|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
252|1308216-35909568|aers_eb05||5|0.1940000057|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
253|1308216-36211457|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
254|1308216-36211457|aers_ebgm||5|0.5749999881|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
255|1308216-36211457|aers_eb05||5|0.1299999952|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
256|1308216-35708271|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
257|1308216-35708271|aers_ebgm||5|0.1889999956|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
258|1308216-35708271|aers_eb05||5|0.0610000007|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
259|1308216-36009850|aers_report_count||5|10|https://open.fda.gov/drug/event/reference/|COUNT
260|1308216-36009850|aers_ebgm||5|1.6799999475|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
261|1308216-36009850|aers_eb05||5|0.9850000143|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
262|1308216-36211091|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
263|1308216-36211091|aers_ebgm||5|0.3470000029|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
264|1308216-36211091|aers_eb05||5|0.1509999931|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
265|1308216-36211297|aers_report_count||5|250|https://open.fda.gov/drug/event/reference/|COUNT
266|1308216-36211297|aers_ebgm||5|0.976000011|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
267|1308216-36211297|aers_eb05||5|0.8790000081|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
268|1308216-35707849|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
269|1308216-35707849|aers_ebgm||5|0.3059999943|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
270|1308216-35707849|aers_eb05||5|0.1449999958|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
271|1308216-36313477|aers_report_count||5|45|https://open.fda.gov/drug/event/reference/|COUNT
272|1308216-36313477|aers_ebgm||5|0.8420000076|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
273|1308216-36313477|aers_eb05||5|0.6560000181|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
274|1308216-36110438|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
275|1308216-36110438|aers_ebgm||5|0.6119999886|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
276|1308216-36110438|aers_eb05||5|0.1379999965|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
277|1308216-35909445|aers_report_count||5|44|https://open.fda.gov/drug/event/reference/|COUNT
278|1308216-35909445|aers_ebgm||5|0.9190000296|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
279|1308216-35909445|aers_eb05||5|0.7139999866|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
280|1308216-36110386|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
281|1308216-36110386|aers_ebgm||5|0.8820000291|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
282|1308216-36110386|aers_eb05||5|0.3409999907|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
283|1308216-36211383|aers_report_count||5|29|https://open.fda.gov/drug/event/reference/|COUNT
284|1308216-36211383|aers_ebgm||5|0.7879999876|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
285|1308216-36211383|aers_eb05||5|0.5770000219|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
286|1308216-37622484|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
287|1308216-37622484|aers_ebgm||5|1.3500000238|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
288|1308216-37622484|aers_eb05||5|0.4339999855|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
289|1308216-36009700|aers_report_count||5|105|https://open.fda.gov/drug/event/reference/|COUNT
290|1308216-36009700|aers_ebgm||5|0.9850000143|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
291|1308216-36009700|aers_eb05||5|0.8370000124|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
292|1308216-36718086|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
293|1308216-36718086|aers_ebgm||5|1.2799999714|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
294|1308216-36718086|aers_eb05||5|0.2879999876|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
295|1308216-37119643|aers_report_count||5|7|https://open.fda.gov/drug/event/reference/|COUNT
296|1308216-37119643|aers_ebgm||5|1.1900000572|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
297|1308216-37119643|aers_eb05||5|0.6299999952|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
298|1308216-35104746|aers_report_count||5|25|https://open.fda.gov/drug/event/reference/|COUNT
299|1308216-35104746|aers_ebgm||5|0.6069999933|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
300|1308216-35104746|aers_eb05||5|0.4339999855|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
301|1308216-36110040|aers_report_count||5|8|https://open.fda.gov/drug/event/reference/|COUNT
302|1308216-36110040|aers_ebgm||5|0.7179999948|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
303|1308216-36110040|aers_eb05||5|0.3959999979|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
304|1308216-35708323|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
305|1308216-35708323|aers_ebgm||5|0.523999989|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
306|1308216-35708323|aers_eb05||5|0.1679999977|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
307|1308216-35104165|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
308|1308216-35104165|aers_ebgm||5|0.0949999988|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
309|1308216-35104165|aers_eb05||5|0.0370000005|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
310|1308216-35707512|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
311|1308216-35707512|aers_ebgm||5|0.5690000057|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
312|1308216-35707512|aers_eb05||5|0.1829999983|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
313|1308216-36617941|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
314|1308216-36617941|aers_ebgm||5|0.4569999874|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
315|1308216-36617941|aers_eb05||5|0.1030000001|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
316|1308216-36416501|aers_report_count||5|63|https://open.fda.gov/drug/event/reference/|COUNT
317|1308216-36416501|aers_ebgm||5|0.6119999886|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
318|1308216-36416501|aers_eb05||5|0.4959999919|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
319|1308216-35204903|aers_report_count||5|21|https://open.fda.gov/drug/event/reference/|COUNT
320|1308216-35204903|aers_ebgm||5|0.8999999762|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
321|1308216-35204903|aers_eb05||5|0.6230000257|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
322|1308216-36315486|aers_report_count||5|16|https://open.fda.gov/drug/event/reference/|COUNT
323|1308216-36315486|aers_ebgm||5|0.3910000026|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
324|1308216-36315486|aers_eb05||5|0.2569999993|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
325|1308216-35607312|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
326|1308216-35607312|aers_ebgm||5|0.3860000074|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
327|1308216-35607312|aers_eb05||5|0.0869999975|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
328|1308216-35607495|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
329|1308216-35607495|aers_ebgm||5|0.4140000045|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
330|1308216-35607495|aers_eb05||5|0.0939999968|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
331|1308216-36818651|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
332|1308216-36818651|aers_ebgm||5|1.1000000238|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
333|1308216-36818651|aers_eb05||5|0.248999998|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
334|1308216-36617206|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
335|1308216-36617206|aers_ebgm||5|0.621999979|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
336|1308216-36617206|aers_eb05||5|0.1410000026|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
337|1308216-35205038|aers_report_count||5|834|https://open.fda.gov/drug/event/reference/|COUNT
338|1308216-35205038|aers_ebgm||5|1.2100000381|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
339|1308216-35205038|aers_eb05||5|1.1399999857|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
340|1308216-35104218|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
341|1308216-35104218|aers_ebgm||5|1.2000000477|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
342|1308216-35104218|aers_eb05||5|0.4639999866|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
343|1308216-35406361|aers_report_count||5|6|https://open.fda.gov/drug/event/reference/|COUNT
344|1308216-35406361|aers_ebgm||5|1.3500000238|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
345|1308216-35406361|aers_eb05||5|0.6779999733|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
346|1308216-37019320|aers_report_count||5|57|https://open.fda.gov/drug/event/reference/|COUNT
347|1308216-37019320|aers_ebgm||5|2.0999999046|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
348|1308216-37019320|aers_eb05||5|1.6799999475|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
349|1308216-37320287|aers_report_count||5|6|https://open.fda.gov/drug/event/reference/|COUNT
350|1308216-37320287|aers_ebgm||5|2.6300001144|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
351|1308216-37320287|aers_eb05||5|1.3200000525|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
352|1308216-37520627|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
353|1308216-37520627|aers_ebgm||5|1.0499999523|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
354|1308216-37520627|aers_eb05||5|0.2370000035|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
355|1308216-35708093|aers_report_count||5|448|https://open.fda.gov/drug/event/reference/|COUNT
356|1308216-35708093|aers_ebgm||5|0.8460000157|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
357|1308216-35708093|aers_eb05||5|0.7820000052|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
358|1308216-35708302|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
359|1308216-35708302|aers_ebgm||5|0.3589999974|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
360|1308216-35708302|aers_eb05||5|0.1560000032|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
361|1308216-37622385|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
362|1308216-37622385|aers_ebgm||5|0.4129999876|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
363|1308216-37622385|aers_eb05||5|0.0930000022|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
364|1308216-36918926|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
365|1308216-36918926|aers_ebgm||5|0.5649999976|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
366|1308216-36918926|aers_eb05||5|0.1280000061|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
367|1308216-35809104|aers_report_count||5|119|https://open.fda.gov/drug/event/reference/|COUNT
368|1308216-35809104|aers_ebgm||5|0.6660000086|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
369|1308216-35809104|aers_eb05||5|0.5720000267|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
370|1308216-35104378|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
371|1308216-35104378|aers_ebgm||5|0.4420000017|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
372|1308216-35104378|aers_eb05||5|0.1420000046|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
373|1308216-37320143|aers_report_count||5|35|https://open.fda.gov/drug/event/reference/|COUNT
374|1308216-37320143|aers_ebgm||5|1.5800000429|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
375|1308216-37320143|aers_eb05||5|1.1900000572|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
376|1308216-35707552|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
377|1308216-35707552|aers_ebgm||5|0.4410000145|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
378|1308216-35707552|aers_eb05||5|0.1000000015|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
379|1308216-35708156|aers_report_count||5|107|https://open.fda.gov/drug/event/reference/|COUNT
380|1308216-35708156|aers_ebgm||5|0.8320000172|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
381|1308216-35708156|aers_eb05||5|0.7080000043|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
382|1308216-37522104|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
383|1308216-37522104|aers_ebgm||5|0.8090000153|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
384|1308216-37522104|aers_eb05||5|0.1829999983|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
385|1308216-36617436|aers_report_count||5|14|https://open.fda.gov/drug/event/reference/|COUNT
386|1308216-36617436|aers_ebgm||5|1.2400000095|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
387|1308216-36617436|aers_eb05||5|0.7919999957|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
388|1308216-36718569|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
389|1308216-36718569|aers_ebgm||5|0.1539999992|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
390|1308216-36718569|aers_eb05||5|0.0350000001|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
391|1308216-37119612|aers_report_count||5|15|https://open.fda.gov/drug/event/reference/|COUNT
392|1308216-37119612|aers_ebgm||5|1.0599999428|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
393|1308216-37119612|aers_eb05||5|0.6850000024|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
394|1308216-36211263|aers_report_count||5|10|https://open.fda.gov/drug/event/reference/|COUNT
395|1308216-36211263|aers_ebgm||5|1.6599999666|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
396|1308216-36211263|aers_eb05||5|0.9739999771|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
397|1308216-36110248|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
398|1308216-36110248|aers_ebgm||5|0.6269999743|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
399|1308216-36110248|aers_eb05||5|0.2419999987|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
400|1308216-35809059|aers_report_count||5|344|https://open.fda.gov/drug/event/reference/|COUNT
401|1308216-35809059|aers_ebgm||5|0.8790000081|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
402|1308216-35809059|aers_eb05||5|0.80400002|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
403|1308216-35809091|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
404|1308216-35809091|aers_ebgm||5|0.1969999969|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
405|1308216-35809091|aers_eb05||5|0.0450000018|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
406|1308216-36918918|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
407|1308216-36918918|aers_ebgm||5|0.3630000055|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
408|1308216-36918918|aers_eb05||5|0.1710000038|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
409|1308216-36718259|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
410|1308216-36718259|aers_ebgm||5|0.4009999931|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
411|1308216-36718259|aers_eb05||5|0.174999997|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
412|1308216-35708372|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
413|1308216-35708372|aers_ebgm||5|0.3889999986|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
414|1308216-35708372|aers_eb05||5|0.125|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
415|1308216-36009857|aers_report_count||5|6|https://open.fda.gov/drug/event/reference/|COUNT
416|1308216-36009857|aers_ebgm||5|1.2300000191|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
417|1308216-36009857|aers_eb05||5|0.6190000176|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
418|1308216-36211109|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
419|1308216-36211109|aers_ebgm||5|0.2119999975|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
420|1308216-36211109|aers_eb05||5|0.0480000004|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
421|1308216-35305969|aers_report_count||5|11|https://open.fda.gov/drug/event/reference/|COUNT
422|1308216-35305969|aers_ebgm||5|7.4499998093|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
423|1308216-35305969|aers_eb05||5|3.8399999142|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
424|1308216-36211227|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
425|1308216-36211227|aers_ebgm||5|0.8980000019|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
426|1308216-36211227|aers_eb05||5|0.2029999942|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
427|1308216-36110099|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
428|1308216-36110099|aers_ebgm||5|0.1340000033|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
429|1308216-36110099|aers_eb05||5|0.0299999993|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
430|1308216-36416680|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
431|1308216-36416680|aers_ebgm||5|0.3249999881|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
432|1308216-36416680|aers_eb05||5|0.1040000021|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
433|1308216-36516877|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
434|1308216-36516877|aers_ebgm||5|1.2599999905|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
435|1308216-36516877|aers_eb05||5|0.2840000093|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
436|1308216-36517122|aers_report_count||5|7|https://open.fda.gov/drug/event/reference/|COUNT
437|1308216-36517122|aers_ebgm||5|0.6980000138|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
438|1308216-36517122|aers_eb05||5|0.3689999878|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
439|1308216-35708636|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
440|1308216-35708636|aers_ebgm||5|0.2610000074|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
441|1308216-35708636|aers_eb05||5|0.0590000004|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
442|1308216-35104871|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
443|1308216-35104871|aers_ebgm||5|0.1430000067|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
444|1308216-35104871|aers_eb05||5|0.0320000015|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
