id|drug|RxNorm_Preferred_term|HOI|MedDRA_Preferred_Term
1308216-36818662|1308216|Lisinopril|36818662|Face presentation
1308216-36918902|1308216|Lisinopril|36918902|Obsessive-compulsive disorder
1308216-35708730|1308216|Lisinopril|35708730|Glossitis
1308216-36617522|1308216|Lisinopril|36617522|Bladder neoplasm
1308216-35607450|1308216|Lisinopril|35607450|Visual acuity reduced
1308216-36110715|1308216|Lisinopril|36110715|Upper respiratory tract infection
1308216-36718066|1308216|Lisinopril|36718066|Subclavian steal syndrome
1308216-35305883|1308216|Lisinopril|35305883|Congenital jaw malformation
1308216-35909578|1308216|Lisinopril|35909578|Hepatitis C
1308216-35707625|1308216|Lisinopril|35707625|Dental caries
1308216-35707991|1308216|Lisinopril|35707991|Clostridium difficile colitis
1308216-37622435|1308216|Lisinopril|37622435|Raynaud's phenomenon
1308216-35506751|1308216|Lisinopril|35506751|Hypoparathyroidism
1308216-35205180|1308216|Lisinopril|35205180|Acute myocardial infarction
1308216-37119589|1308216|Lisinopril|37119589|Penis disorder
1308216-36617537|1308216|Lisinopril|36617537|Ovarian cyst
1308216-36718500|1308216|Lisinopril|36718500|Neuropathy peripheral
1308216-36314156|1308216|Lisinopril|36314156|Blood glucose abnormal
1308216-36211681|1308216|Lisinopril|36211681|Post procedural haemorrhage
1308216-35809102|1308216|Lisinopril|35809102|Cerebellar ataxia
1308216-37622501|1308216|Lisinopril|37622501|Peripheral vascular disorder
1308216-35305639|1308216|Lisinopril|35305639|Retinal anomaly congenital
1308216-35607174|1308216|Lisinopril|35607174|Scleritis
1310149-36009754|1310149|Warfarin|36009754|Toxic epidermal necrolysis
1310149-37320153|1310149|Warfarin|37320153|Seborrhoeic dermatitis
1310149-35205355|1310149|Warfarin|35205355|Myocarditis
1310149-35506808|1310149|Warfarin|35506808|Thyroid cancer
1308216-37019401|1308216|Lisinopril|37019401|Pollakiuria
1308216-37320089|1308216|Lisinopril|37320089|Skin dystrophy
1310149-36316304|1310149|Warfarin|36316304|Toxicologic test abnormal
1310149-36617349|1310149|Warfarin|36617349|Cerebral cyst
1308216-36919123|1308216|Lisinopril|36919123|Alcohol abuse
1308216-37219898|1308216|Lisinopril|37219898|Tachypnoea
1310149-36211297|1310149|Warfarin|36211297|Fall
1310149-36818729|1310149|Warfarin|36818729|Premature baby
1310149-37622479|1310149|Warfarin|37622479|Vena cava embolism
1308216-35607445|1308216|Lisinopril|35607445|Blindness transient
1310149-35104159|1310149|Warfarin|35104159|Coagulation disorder neonatal
1308216-35104868|1308216|Lisinopril|35104868|Leukopenia
1308216-36617488|1308216|Lisinopril|36617488|Renal cancer
1308216-36818646|1308216|Lisinopril|36818646|Foetal disorder
1308216-37019362|1308216|Lisinopril|37019362|Renal vessel disorder
1308216-37220025|1308216|Lisinopril|37220025|Nasal septum deviation
1308216-37219930|1308216|Lisinopril|37219930|Painful respiration
1308216-35205012|1308216|Lisinopril|35205012|Hypertensive heart disease
1308216-35606961|1308216|Lisinopril|35606961|Eye disorder
1310149-35809062|1310149|Warfarin|35809062|Drowning
1310149-36211098|1310149|Warfarin|36211098|Femoral neck fracture
1310149-36211153|1310149|Warfarin|36211153|Alcohol poisoning
1310149-36211298|1310149|Warfarin|36211298|Fat embolism
1310149-36919206|1310149|Warfarin|36919206|Sleep attacks
1308216-35104103|1308216|Lisinopril|35104103|Bone marrow failure
1308216-35708593|1308216|Lisinopril|35708593|Oral candidiasis
1308216-35708278|1308216|Lisinopril|35708278|Gastric ulcer
1310149-36717995|1310149|Warfarin|36717995|Cerebral artery occlusion
1308216-35809174|1308216|Lisinopril|35809174|Hernia
1308216-36110922|1308216|Lisinopril|36110922|Human herpesvirus 6 infection
1308216-36211093|1308216|Lisinopril|36211093|Meniscus lesion
1310149-35104667|1310149|Warfarin|35104667|Multiple myeloma
1310149-35104101|1310149|Warfarin|35104101|Aplastic anaemia
1310149-35707852|1310149|Warfarin|35707852|Mallory-Weiss syndrome
1308216-35204911|1308216|Lisinopril|35204911|Bundle branch block left
1308216-36718238|1308216|Lisinopril|36718238|Paraplegia
1308216-37522316|1308216|Lisinopril|37522316|Coronary angioplasty
1308216-36919036|1308216|Lisinopril|36919036|Mania
1308216-35707684|1308216|Lisinopril|35707684|Gingivitis
1308216-35607457|1308216|Lisinopril|35607457|Astigmatism
1308216-36211135|1308216|Lisinopril|36211135|Ulna fracture
1308216-36617164|1308216|Lisinopril|36617164|Breast cancer in situ
1308216-36110656|1308216|Lisinopril|36110656|Blister infected
1308216-36315029|1308216|Lisinopril|36315029|CSF test abnormal
1308216-36111015|1308216|Lisinopril|36111015|Bronchiolitis
1308216-36111047|1308216|Lisinopril|36111047|Viral infection
1308216-36818624|1308216|Lisinopril|36818624|Abortion
1308216-37520683|1308216|Lisinopril|37520683|Leg amputation
1308216-36110466|1308216|Lisinopril|36110466|Osteomyelitis
1308216-36517132|1308216|Lisinopril|36517132|Chondropathy
1308216-36211459|1308216|Lisinopril|36211459|Thermal burn
1308216-36211451|1308216|Lisinopril|36211451|Sunburn
1308216-36110643|1308216|Lisinopril|36110643|Sepsis neonatal
1308216-36617753|1308216|Lisinopril|36617753|Nasal polyps
1308216-35708134|1308216|Lisinopril|35708134|Megacolon
1308216-35809101|1308216|Lisinopril|35809101|Ataxia
1308216-37320079|1308216|Lisinopril|37320079|Hyperkeratosis
1308216-35506577|1308216|Lisinopril|35506577|Amenorrhoea
1308216-37219925|1308216|Lisinopril|37219925|Acute respiratory failure
1308216-36516840|1308216|Lisinopril|36516840|Muscle atrophy
1308216-36416706|1308216|Lisinopril|36416706|Vitamin D deficiency
1308216-35506808|1308216|Lisinopril|35506808|Thyroid cancer
1308216-36517119|1308216|Lisinopril|36517119|Bunion
1308216-36718121|1308216|Lisinopril|36718121|Hypertensive encephalopathy
1308216-36517076|1308216|Lisinopril|36517076|Metastases to bone
1308216-36211114|1308216|Lisinopril|36211114|Skull fracture
1308216-35909443|1308216|Lisinopril|35909443|Cholecystitis chronic
1308216-36110675|1308216|Lisinopril|36110675|Pilonidal cyst
1308216-37019450|1308216|Lisinopril|37019450|Polyuria
1308216-36516906|1308216|Lisinopril|36516906|Intervertebral disc displacement
1308216-36211176|1308216|Lisinopril|36211176|Myopathy toxic
1308216-35204933|1308216|Lisinopril|35204933|Extrasystoles
1308216-37219942|1308216|Lisinopril|37219942|Lung disorder
1308216-37320257|1308216|Lisinopril|37320257|Acne
1308216-35607066|1308216|Lisinopril|35607066|Ulcerative keratitis
1308216-35909605|1308216|Lisinopril|35909605|Autoimmune hepatitis
1308216-35708573|1308216|Lisinopril|35708573|Oral submucosal fibrosis
1308216-36416697|1308216|Lisinopril|36416697|Gouty tophus
1308216-35204958|1308216|Lisinopril|35204958|Sinus arrhythmia
1308216-35305938|1308216|Lisinopril|35305938|Limb reduction defect
1308216-35909607|1308216|Lisinopril|35909607|Chronic hepatitis
1308216-37320153|1308216|Lisinopril|37320153|Seborrhoeic dermatitis
1310149-35506797|1310149|Warfarin|35506797|Hypothyroidism
1308216-35708132|1308216|Lisinopril|35708132|Ileus paralytic
1308216-35809190|1308216|Lisinopril|35809190|Systemic inflammatory response syndrome
1310149-37220007|1310149|Warfarin|37220007|Stridor
1310149-36110197|1310149|Warfarin|36110197|Lung infection pseudomonal
1310149-36110733|1310149|Warfarin|36110733|Urethritis
1308216-37220061|1308216|Lisinopril|37220061|Tonsillar hypertrophy
1308216-36211086|1308216|Lisinopril|36211086|Haemarthrosis
1308216-35205023|1308216|Lisinopril|35205023|Cyanosis
1308216-35708242|1308216|Lisinopril|35708242|Intestinal obstruction
1308216-36313745|1308216|Lisinopril|36313745|Tumour marker increased
1308216-37219804|1308216|Lisinopril|37219804|Chronic obstructive pulmonary disease
1308216-37622400|1308216|Lisinopril|37622400|Arterial occlusive disease
1308216-35809132|1308216|Lisinopril|35809132|General symptom
1308216-36516828|1308216|Lisinopril|36516828|Psoriatic arthropathy
1308216-37219982|1308216|Lisinopril|37219982|Laryngeal disorder
1308216-35606843|1308216|Lisinopril|35606843|Conjunctival scar
1308216-35607447|1308216|Lisinopril|35607447|Night blindness
1308216-35707641|1308216|Lisinopril|35707641|Periodontal disease
1308216-36211232|1308216|Lisinopril|36211232|Chest injury
1310149-36009755|1310149|Warfarin|36009755|Toxic skin eruption
1310149-36516898|1310149|Warfarin|36516898|Limb deformity
1308216-36211183|1308216|Lisinopril|36211183|Poisoning
1308216-36516961|1308216|Lisinopril|36516961|Back disorder
1308216-35205351|1308216|Lisinopril|35205351|Ventricular septal defect
1308216-36516772|1308216|Lisinopril|36516772|Connective tissue disorder
1308216-37119717|1308216|Lisinopril|37119717|Uterine enlargement
1308216-36211752|1308216|Lisinopril|36211752|Subcutaneous emphysema
1308216-36516951|1308216|Lisinopril|36516951|Back pain
1308216-36718196|1308216|Lisinopril|36718196|Basal ganglion degeneration
1308216-35708360|1308216|Lisinopril|35708360|Haemorrhoids
1310149-36718146|1310149|Warfarin|36718146|Hydrocephalus
1310149-36211429|1310149|Warfarin|36211429|Cystitis radiation
1310149-35708128|1310149|Warfarin|35708128|Irritable bowel syndrome
1308216-36009833|1308216|Lisinopril|36009833|Rheumatoid arthritis
1308216-36110358|1308216|Lisinopril|36110358|Meningitis cryptococcal
1308216-35606982|1308216|Lisinopril|35606982|Vitreous disorder
1308216-36110673|1308216|Lisinopril|36110673|Paronychia
1310149-36416696|1310149|Warfarin|36416696|Gouty arthritis
1308216-36009738|1308216|Lisinopril|36009738|Drug hypersensitivity
1308216-35607284|1308216|Lisinopril|35607284|Nystagmus
1308216-36919022|1308216|Lisinopril|36919022|Intermittent explosive disorder
1310149-36110145|1310149|Warfarin|36110145|Helicobacter infection
1310149-36211123|1310149|Warfarin|36211123|Spinal fracture
1310149-36516927|1310149|Warfarin|36516927|Lumbar spinal stenosis
1310149-36313183|1310149|Warfarin|36313183|Platelet function test abnormal
1310149-37219863|1310149|Warfarin|37219863|Pleural effusion
1308216-36718168|1308216|Lisinopril|36718168|Vascular dementia
1308216-35708270|1308216|Lisinopril|35708270|Duodenal ulcer
1308216-36211071|1308216|Lisinopril|36211071|Joint dislocation
1308216-37019460|1308216|Lisinopril|37019460|Calculus ureteric
1310149-36718055|1310149|Warfarin|36718055|Spinal vascular disorder
1310149-36110584|1310149|Warfarin|36110584|Bronchitis
1310149-36617321|1310149|Warfarin|36617321|Malignant pleural effusion
1310149-37019353|1310149|Warfarin|37019353|Renal cortical necrosis
1310149-37119525|1310149|Warfarin|37119525|Balanitis
1310149-37521159|1310149|Warfarin|37521159|Dialysis
1310149-36718335|1310149|Warfarin|36718335|Motor dysfunction
1308216-36110933|1308216|Lisinopril|36110933|Influenza
1310149-35506793|1310149|Warfarin|35506793|Thyrotoxic crisis
1310149-36718421|1310149|Warfarin|36718421|Dysphemia
1308216-36919149|1308216|Lisinopril|36919149|Psychotic disorder
1310149-36718171|1310149|Warfarin|36718171|Amnesia
1310149-35506767|1310149|Warfarin|35506767|Thyroiditis
1308216-36718555|1308216|Lisinopril|36718555|Insomnia
1308216-37019404|1308216|Lisinopril|37019404|Stress urinary incontinence
1310149-35809245|1310149|Warfarin|35809245|Phantom pain
1308216-36718001|1308216|Lisinopril|36718001|Cerebral infarction
1308216-36110371|1308216|Lisinopril|36110371|Fungal skin infection
1308216-36918942|1308216|Lisinopril|36918942|Depression
1310149-35205112|1310149|Warfarin|35205112|Tricuspid valve disease
1308216-36211296|1308216|Lisinopril|36211296|Excoriation
1308216-37420593|1308216|Lisinopril|37420593|Tobacco user
1310149-36110555|1310149|Warfarin|36110555|Localised infection
1308216-36110151|1308216|Lisinopril|36110151|Pneumonia klebsiella
1308216-36110687|1308216|Lisinopril|36110687|Acute sinusitis
1308216-35204904|1308216|Lisinopril|35204904|Atrioventricular block first degree
1310149-35707716|1310149|Warfarin|35707716|Pancreatitis chronic
1310149-35708219|1310149|Warfarin|35708219|Duodenal obstruction
1308216-37220054|1308216|Lisinopril|37220054|Pharyngeal oedema
1308216-37622497|1308216|Lisinopril|37622497|Vein disorder
1308216-35205091|1308216|Lisinopril|35205091|Mitral valve disease
1308216-36311946|1308216|Lisinopril|36311946|Electrocardiogram abnormal
1310149-36211394|1310149|Warfarin|36211394|Subcutaneous haematoma
1308216-36110689|1308216|Lisinopril|36110689|Chronic sinusitis
1310149-37220041|1310149|Warfarin|37220041|Pharyngeal disorder
1308216-35104071|1308216|Lisinopril|35104071|Pernicious anaemia
1308216-35708259|1308216|Lisinopril|35708259|Oesophageal stenosis
1308216-37320197|1308216|Lisinopril|37320197|Pruritus
1310149-36617187|1310149|Warfarin|36617187|Dermal cyst
1308216-37622529|1308216|Lisinopril|37622529|Hypertension
1308216-36919027|1308216|Lisinopril|36919027|Pathological gambling
1308216-37320205|1308216|Lisinopril|37320205|Psoriasis
1308216-37219885|1308216|Lisinopril|37219885|Apnoea
1310149-36110195|1310149|Warfarin|36110195|Proteus infection
1308216-35707852|1308216|Lisinopril|35707852|Mallory-Weiss syndrome
1308216-35708108|1308216|Lisinopril|35708108|Impaired gastric emptying
1308216-36516971|1308216|Lisinopril|36516971|Muscle contracture
1308216-36718406|1308216|Lisinopril|36718406|Sensory disturbance
1310149-36211336|1310149|Warfarin|36211336|Peripheral nerve injury
1310149-35909589|1310149|Warfarin|35909589|Hepatitis viral
1310149-35708233|1310149|Warfarin|35708233|Obstruction gastric
1308216-36110149|1308216|Lisinopril|36110149|Klebsiella infection
1308216-36111036|1308216|Lisinopril|36111036|Pneumonia viral
1308216-35809319|1308216|Lisinopril|35809319|Adverse drug reaction
1308216-36009735|1308216|Lisinopril|36009735|Dermatitis contact
1308216-36009724|1308216|Lisinopril|36009724|Stevens-Johnson syndrome
1308216-36617702|1308216|Lisinopril|36617702|Prostate cancer
1308216-35204999|1308216|Lisinopril|35204999|Complications of transplanted heart
1308216-35708379|1308216|Lisinopril|35708379|Gastric cancer
1308216-36516895|1308216|Lisinopril|36516895|Foot deformity
1308216-36718433|1308216|Lisinopril|36718433|Speech disorder
1308216-37019308|1308216|Lisinopril|37019308|Renal disorder
1308216-35809123|1308216|Lisinopril|35809123|Dyshidrosis
1308216-35708701|1308216|Lisinopril|35708701|Salivary gland disorder
1308216-35205243|1308216|Lisinopril|35205243|Cardiac failure congestive
1308216-35306202|1308216|Lisinopril|35306202|Hydrocele
1308216-37019426|1308216|Lisinopril|37019426|Haemoglobinuria
1308216-37622528|1308216|Lisinopril|37622528|Essential hypertension
1310149-36211268|1310149|Warfarin|36211268|Tendon rupture
1308216-37521854|1308216|Lisinopril|37521854|Tracheostomy
1308216-35205097|1308216|Lisinopril|35205097|Mitral valve stenosis
1308216-36009740|1308216|Lisinopril|36009740|Food allergy
1308216-36718498|1308216|Lisinopril|36718498|Neuritis
1308216-36416608|1308216|Lisinopril|36416608|Hypovolaemia
1308216-36516781|1308216|Lisinopril|36516781|Arthropathy
1308216-36516879|1308216|Lisinopril|36516879|Myasthenic syndrome
1308216-36919133|1308216|Lisinopril|36919133|Tobacco abuse
1308216-35607027|1308216|Lisinopril|35607027|Conjunctival hyperaemia
1308216-35909452|1308216|Lisinopril|35909452|Gallbladder disorder
1308216-36311779|1308216|Lisinopril|36311779|Cardiac murmur
1308216-35607470|1308216|Lisinopril|35607470|Diplopia
1308216-36919053|1308216|Lisinopril|36919053|Affective disorder
1308216-37219859|1308216|Lisinopril|37219859|Pleurisy
1308216-35809054|1308216|Lisinopril|35809054|Pyrexia
1308216-35708663|1308216|Lisinopril|35708663|Peritonitis
1308216-35406409|1308216|Lisinopril|35406409|Mastoid disorder
1308216-36211136|1308216|Lisinopril|36211136|Upper limb fracture
1308216-36316074|1308216|Lisinopril|36316074|Sputum abnormal
1310149-35204913|1310149|Warfarin|35204913|Conduction disorder
1308216-36110391|1308216|Lisinopril|36110391|Pneumonia fungal
1308216-36516922|1308216|Lisinopril|36516922|Cervical spinal stenosis
1310149-37019326|1310149|Warfarin|37019326|Hypertensive nephropathy
1308216-35607462|1308216|Lisinopril|35607462|Refraction disorder
1308216-35205257|1308216|Lisinopril|35205257|Left ventricular failure
1308216-36313594|1308216|Lisinopril|36313594|Liver function test abnormal
1308216-36516742|1308216|Lisinopril|36516742|Jaw disorder
1308216-35205182|1308216|Lisinopril|35205182|Angina unstable
1308216-36110369|1308216|Lisinopril|36110369|Fungal infection
1308216-35506773|1308216|Lisinopril|35506773|Euthyroid sick syndrome
1310149-35306293|1310149|Warfarin|35306293|Porokeratosis
1308216-37119544|1308216|Lisinopril|37119544|Menstrual disorder
1310149-35607364|1310149|Warfarin|35607364|Maculopathy
1308216-36110552|1308216|Lisinopril|36110552|Infection
1310149-35104122|1310149|Warfarin|35104122|Haemorrhagic disorder
1310149-35607309|1310149|Warfarin|35607309|Pupillary disorder
1310149-35607402|1310149|Warfarin|35607402|Vitreous haemorrhage
1310149-35707864|1310149|Warfarin|35707864|Gastrointestinal haemorrhage
1310149-35306020|1310149|Warfarin|35306020|Fibrous dysplasia of bone
1308216-36919083|1308216|Lisinopril|36919083|Personality disorder
1308216-35104101|1308216|Lisinopril|35104101|Aplastic anaemia
1308216-35104667|1308216|Lisinopril|35104667|Multiple myeloma
1310149-35708134|1310149|Warfarin|35708134|Megacolon
1310149-35707768|1310149|Warfarin|35707768|Gastrointestinal stoma complication
1308216-36718190|1308216|Lisinopril|36718190|Chorea
1310149-35104461|1310149|Warfarin|35104461|Lymphoma
1310149-35306235|1310149|Warfarin|35306235|Congenital nose malformation
1308216-35104074|1308216|Lisinopril|35104074|Anaemia
1308216-36110348|1308216|Lisinopril|36110348|Vulvovaginal candidiasis
1308216-36718468|1308216|Lisinopril|36718468|Carpal tunnel syndrome
1308216-36211261|1308216|Lisinopril|36211261|Muscle injury
