source_code|source_code_description|concept_code|concept_name|concept_id
D013427|Sulfapyridine|10188|Sulfapyridine|19136493
C084602|clothiapine|2620|clothiapine|19100363
C084829|adiphenine|333|adiphenine|19023817
C067601|piperacetazine|8338|piperacetazine|19046036
C070669|lithium citrate|52105|lithium citrate|767410
C072194|becaplermin|115238|Becaplermin|912476
C073323|glibornuride|102846|glibornuride|19001409
C073325|butacaine|1829|butacaine|19033385
C073338|carbazochrome|2011|carbazochrome|19024535
C078452|ziconotide|68503|ziconotide|19005061
D016572|Cyclosporine|3008|Cyclosporine|19010482
D016642|Bupropion|42347|Bupropion|750982
D016853|Muromonab-CD3|42405|Muromonab-CD3|19051865
D017135|Desogestrel|22656|Desogestrel|1588000
D017239|Paclitaxel|56946|Paclitaxel|1378382
D004872|Vitamin D 2|4018|Vitamin D2|19045045
D004877|Ergoloid Mesylates|4024|Ergoloid Mesylates|745268
D004949|Estazolam|4077|Estazolam|748010
D005000|Ethionamide|4127|Ethionamide|1750074
D005032|Ethylestrenol|4162|Ethylestrenol|19050387
D005039|Etilefrine|4169|Etilefrine|19050419
D005041|Etidocaine|4171|Etidocaine|19050484
D005169|Factor VIII|4257|Factor VIII|1352213
D005341|Fibrinolysin|4388|Plasmin|954696
D005419|Bioflavonoids|1562|Bioflavonoids|19024669
D005444|Flunarizine|4459|Flunarizine|19055183
D005472|Fluorouracil|4492|Fluorouracil|955632
D005477|Fluprednisolone|4497|Fluprednisolone|19111234
D005480|Flurbiprofen|4502|Flurbiprofen|1156378
D005944|Glucosamine|4845|Glucosamine|1360332
D005998|Glycine|4919|Glycine|962398
D006415|Hematoporphyrin|5164|Hematoporphyrin|19113035
D006582|Hexachlorophene|5293|Hexachlorophene|1768734
D006830|Hydralazine|5470|Hydralazine|1373928
D006857|Hydroflumethiazide|5495|Hydroflumethiazide|1376289
D007052|Ibuprofen|5640|Ibuprofen|1177480
D007069|Ifosfamide|5657|Ifosfamide|19078187
D007190|Indapamide|5764|Indapamide|978555
D007336|NPH Insulin, Beef|317235|Insulin, Isophane, Beef|19014950
D007538|Isoniazid|6038|Isoniazid|1782521
D007545|Isoproterenol|6054|Isoproterenol|1183554
D007611|Aprotinin|1056|Aprotinin|19000729
D007660|Ketoprofen|6142|Ketoprofen|1185922
D007854|Lead|6260|Lead|19123879
D007978|Levamisole|6371|Levamisole|1389464
D008152|Loxapine|6475|Loxapine|792263
D008376|Maprotiline|6646|Maprotiline|794147
D008520|Medigoxin|6686|Medigoxin|19094483
D008529|Mefruside|6696|Mefruside|19000556
D008559|Memantine|6719|Memantine|701322
D008695|Methandriol|6817|Methandriol|19004095
D008704|Methazolamide|6826|Methazolamide|904250
D008755|Methylergonovine|6883|Methylergonovine|1305637
D008803|Mianserin|6929|Mianserin|19007737
D008825|Miconazole|6932|Miconazole|907879
D008914|Minoxidil|6984|Minoxidil|1309068
D008942|Mitoxantrone|7005|Mitoxantrone|1309188
D009020|Morphine|7052|Morphine|1110410
D009113|Muramidase|7094|Muramidase|19126896
D009173|Mycophenolic Acid|7145|Mycophenolic Acid|19012565
D009254|Nafcillin|7233|Nafcillin|1713930
D009270|Naloxone|7242|Naloxone|1114220
D009345|Neisseria meningitidis|7288|Neisseria meningitidis|515671
D009530|Nicergoline|7398|Nicergoline|19018352
D009545|Nifuratel|7419|Nifuratel|19019029
D009627|Nomifensine|7500|Nomifensine|19128066
D009640|Norethindrone|7514|Norethindrone|1521369
D009661|Nortriptyline|7531|Nortriptyline|721724
D009892|Opium|7676|Opium|923829
D009966|Orphenadrine|7715|Orphenadrine|724394
D010074|Oxandrolone|7779|Oxandrolone|1524769
D010096|Oxprenolol|7801|Oxprenolol|19024904
D010110|Oxymetholone|7813|Oxymetholone|1525741
D010293|Pargyline|7930|Pargyline|19027413
D010303|Paromomycin|7934|Paromomycin|1727443
D010394|Penbutolol|7973|Penbutolol|1327978
D010395|Penfluridol|7974|Penfluridol|19028044
D010637|Phenolsulfonphthalein|8141|Phenolsulfonphthalein|19035307
D010649|Phenylalanine|8156|Phenylalanine|19035577
D010653|Phenylbutazone|8160|Phenylbutazone|1135710
D010882|Piperonyl Butoxide|8345|Piperonyl Butoxide|946340
D010885|Pipobroman|8347|Pipobroman|19046625
D013448|Sulfobromophthalein|10212|Sulfobromophthalein|19000826
D013498|Suramin|10256|Suramin|19136651
D013626|Talampicillin|10322|Talampicillin|19002077
D014749|Vincamine|11201|Vincamine|19008269
D014750|Vincristine|11202|Vincristine|1308290
D014801|Vitamin A|11246|Vitamin A|19008339
C542912|amylmetacresol|236248|AMYLMETACRESOL|19055907
D017245|Foscarnet|33562|Foscarnet|1724700
D017886|Durapatite|49334|Durapatite|19113001
D018170|Sumatriptan|37418|Sumatriptan|1140643
D019207|beta Carotene|19143|Beta Carotene|19037223
D019357|Potassium Citrate|54993|potassium citrate|976545
C012043|stevioside|37106|stevioside|19100413
C012386|iotroxic acid meglumine|52527|Meglumine iotroxinate|19113046
C013305|tolciclate|38372|tolciclate|19042099
C010473|iodoform|27748|iodoform|40172365
C013934|octylonium|32311|octylonium|19016099
C014001|fusafungin|25437|fusafungin|19097405
D014994|Xylose|11378|Xylose|19010499
C000170|ferric ferrocyanide|24902|Prussian blue|19095769
C002094|flavodic acid|25060|flavodic acid|19063191
C002170|bismuth subgallate|19476|bismuth subgallate|937725
C002374|monophenylbutazone|30202|monophenylbutazone|19072129
C002669|parthenolide|32941|parthenolide|19083839
C002839|sennoside A&B|36387|Sennosides|938268
C003741|ubiquinol|39085|ubiquinol|19101786
C004470|butalbital|19860|butalbital|1139699
C004660|clorophene|21290|clorophene|19051093
C004704|cyclobenzaprine|21949|cyclobenzaprine|778711
C005111|methixene|29682|methixene|19072058
C005419|oxybutynin|32675|oxybutynin|918906
C005479|magnesium carbonate|29155|magnesium carbonate|908464
C005548|pramoxine|34347|pramocaine|927478
C005553|crotamiton|21766|crotamiton|969276
C005832|thiopurinol|38136|thiopurinol|19100737
C005871|vanillyl-N-nonylamide|39371|vanillyl-N-nonylamide|19043291
C008749|etofylline|24611|etofylline|19095564
C009096|carbamide peroxide|47686|carbamide peroxide|958999
C009118|pirbuterol|33767|pirbuterol|1125449
C009250|sevoflurane|36453|sevoflurane|19039298
C009316|stearyl alcohol|37071|stearyl alcohol|19100412
C010151|etofamide|24607|etofamide|19095546
C010293|piperidolate|59064|piperidolate|19080375
C010804|bismuth subnitrate|19477|bismuth subnitrate|19037794
C010846|alverine|17627|alverine|19030751
C010850|aminoquinuride|17747|aminoquinuride|19018481
C011550|talinolol|37546|talinolol|19100435
C011940|myrtecaine|59082|myrtecaine|19080395
D015764|Bepridil|1436|Bepridil|1319751
D016047|Zalcitabine|3363|Zalcitabine|1724827
C105111|insulin detemir|139825|insulin, tetradecanoyl-Lys(B29)-des-Ala(B30)-|1516976
C105196|enfuvirtide|139896|pentafuside|1717002
C105254|pramlintide|139953|Pramlintide|1517998
C106538|abacavir|190521|abacavir|1736971
C116580|fructooligosaccharide|259372|fructooligosaccharide|19066563
C116926|rofecoxib|232158|rofecoxib|1189754
C118563|clevidipine|233603|clevidipine|19089969
C119467|lanthanum carbonate|234416|lanthanum carbonate|990028
C121345|desloratadine|275635|desloratadine|1103006
C403507|lacosamide|623400|lacosamide|19087394
C406545|pegvisomant|278739|pegvisomant|1503432
C414203|nepafenac|298665|nepafenac|909795
C417051|alefacept|299635|alefacept|909959
C426859|fosamprenavir|358262|fosamprenavir|1736829
D014633|Valine|11115|Valine|19007572
D014747|Vinblastine|11198|Vinblastine|19008264
D014751|Vindesine|11204|Vindesine|19008336
D014807|Vitamin D|11253|Vitamin D|19009405
C000027|cyprodenate|22051|cyprodenate|19052076
C000913|cobamamide|21373|cobamamide|19048026
C000987|4,4'-oxydi-2-butanol|14699|dihydroxybutyl ether|19019950
C002283|hydroxyethylcellulose|27244|hydroxyethylcellulose|19069076
C002747|noradrenaline theophylline|31958|noradrenaline theophylline|19015536
C003237|proxyphylline|34906|proxyphylline|19029547
C032637|caerulein diethylamine|20024|caerulein diethylamine|19023395
C034065|medifoxamine|29434|medifoxamine|19072021
C034161|flupirtine|25193|flupirtine|19064698
C036007|bopindolol|19605|bopindolol|19018640
C036266|prednylidene|12473|prednylidene|19011127
C036619|idebenone|51296|idebenone|19067036
C036650|zinc carbonate|39935|zinc carbonate|19044314
C036944|sulfanilamide|10184|Sulfanilamide|1036475
C037665|tilbroquinol|166718|tilbroquinol|19018402
C037815|terconazole|37806|terconazole|941472
C038068|cycletanide|21914|cycletanide|19051444
C038634|cadexomer iodine|20012|cadexomer iodine|1740226
C038637|balsalazide|18747|balsalazide|934262
C040972|Permixon|236344|Saw palmetto extract|1391307
C014792|reproterol|35373|reproterol|19035396
C015121|dexbrompheniramine|22696|dexbrompheniramine|1188052
C006470|allylpropymal|17381|allylpropymal|19030299
C006480|althiazide|17599|althiazide|19018435
C006841|butamirate|19862|butamirate|19039762
C007020|chlorophyllin|20852|chlorophyllin|19049402
C007027|chloroxylenol|20877|chloroxylenol|949459
C007288|dexpanthenol|22701|dexpanthenol|988294
C007740|fluorexon|25161|Fluorexon stain|19064528
C008169|ferric oxide, saccharated|24909|ferric oxide, saccharated|1395773
C008281|limonene|28730|limonene|19071864
C014477|diflorasone|91311|Diflorasone|960988
C014594|formestane|15070|formestane|19020079
C014870|flopropione|25082|flopropione|19063763
C015424|peppermint oil|33094|Peppermint oil|19086712
C016217|aminaphthone|46276|aminaphthone|19112527
C018404|treosulfan|38508|treosulfan|19042545
C018421|rifapentine|35617|rifapentine|19035953
C018562|guggulu extract|26346|gugulu extract|1400992
C018578|letosteine|28554|letosteine|19071861
C018861|carbetapentane|20217|carbetapentane|1140640
C018874|clofoctol|21264|clofoctol|19047240
C019304|ciprofibrate|21149|ciprofibrate|19050375
C020168|triazulenone|38555|triazulenone|19042550
C020243|calcium phosphate|1919|calcium phosphate|19037401
D001977|Brompheniramine|1767|Brompheniramine|1130863
D002220|Carbamazepine|2002|Carbamazepine|740275
D002230|Carbidopa|2019|Carbidopa|740560
D003539|Phosphocysteamine|8226|Phosphocysteamine|19132990
D003543|Cysteamine|3022|Cysteamine|910888
D003620|Dantrolene|3105|Dantrolene|711714
D003676|Deferoxamine|3131|Deferoxamine|1711947
D003687|Dehydroepiandrosterone|3143|Prasterone|1312007
D003999|Dichloroacetate|3347|Dichloroacetate|19024246
D004002|Clodronic Acid|3350|Clodronic Acid|19024249
D004077|Digoxin|3407|Digoxin|1326303
D004176|Dipyridamole|3521|Dipyridamole|1331270
D004221|Disulfiram|3554|Disulfiram|735850
D004319|Doxylamine|3642|Doxylamine|738818
D004464|Econazole|3743|Econazole|940864
C004932|diloxanide|67182|Diloxanide|19001305
C005031|cetyl alcohol|20615|cetyl alcohol|19031524
C005034|hexafluorenium|26826|hexafluorenium|19001540
C005267|moroxydine|30227|moroxydine|19010924
C005331|norpseudoephedrine|32022|norpseudoephedrine|19015812
C005386|tridihexethyl|38617|tridihexethyl|19042695
C005396|phenacemide|33253|phenacemide|19023286
D003520|Cyclophosphamide|3002|Cyclophosphamide|1310317
D003545|Cysteine|3024|Cysteine|19010955
D003061|Codeine|2670|Codeine|1201620
D003407|Creosote|2915|Creosote|19008366
C005461|oxeladin|32626|oxeladin|19018164
C005709|ajmalicine|17205|ajmalicine|19018408
D003606|Dacarbazine|3098|Dacarbazine|1311409
D003630|Daunorubicin|3109|Daunorubicin|1311799
D003851|Deoxyribonucleases|3210|Deoxyribonucleases|915841
D010892|Pirinitramide|8354|Pirinitramide|19134009
D011193|Potassium Iodide|8597|Potassium Iodide|19049909
C502936|tocilizumab|612865|tocilizumab|40171288
C012776|4-biphenylylacetic acid|262307|Felbinac|19100761
C013276|teferrol|37744|teferrol|19041135
C013341|zipeprol|39969|zipeprol|19044719
C014119|myrrh|67257|Myrrh extract|40161341
C014182|salicylsalicylic acid|36108|salicylsalicylic acid|1137460
C014258|3-(2',4',5'-triethoxybenzoyl)propionic acid|44532|3-(2',4',5'-triethoxybenzoyl)propionic acid|19110712
C014347|decitabine|15657|decitabine|19024728
C014873|trisulfapyrimidine|38802|trisulfapyrimidine|19043076
C015329|lycopene|29008|lycopene|1308185
C015568|urapidil|39230|urapidil|19101849
C015620|brimonidine|134615|brimonidine|915542
C015677|amylocaine|40660|amylocaine|19048016
C016545|magaldrate|29151|magaldrate|908360
C017125|butoconazole|19884|butoconazole|939784
C017133|chromous chloride|21032|chromous chloride|19050007
C017135|clobutinol|21247|clobutinol|19050863
C017231|aldioxa|23161|aldioxa|19054915
C017472|lonazolac|28876|lonazolac|19071933
D019818|Clavulanic Acid|21216|Clavulanic Acid|19046939
D019819|Budesonide|19831|Budesonide|939259
D019829|Nevirapine|53654|Nevirapine|1769389
D024505|Tocopherols|42934|Tocopherols|19106701
D043324|Sacrosidase|214817|Sacrosidase|951980
D048271|Chitosan|59038|Chitosan|1380341
D053139|Oseltamivir|260101|Oseltamivir|1799139
D053243|Zanamivir|69722|zanamivir|1708748
C013199|pinaverium|33724|pinaverium|19025198
D002444|Cefuroxime|2194|Cefuroxime|1778162
D002483|Cellulose, Oxidized|2222|Cellulose, Oxidized|19086554
D002701|Chloramphenicol|2348|Chloramphenicol|990069
D002724|Chlorobutanol|2378|Chlorobutanol|19092412
D002917|Chymopapain|2525|Chymopapain|19096683
D002994|Clofibrate|2594|Clofibrate|1598658
D003006|Zuclopenthixol|114176|Zuclopenthixol|19010886
D003024|Clozapine|2626|Clozapine|800878
D003046|Coccidioidin|2660|Coccidioidin|19101568
D003346|Corticotropin-Releasing Hormone|214461|CORTICORELIN|19048699
D003366|Cosyntropin|2890|Cosyntropin|19008009
D003474|Curcumin|2955|Curcumin|19072030
D003894|Deamino Arginine Vasopressin|3251|Desmopressin|1517070
D003918|Dextrothyroxine|3292|Dextrothyroxine|19022003
D004008|Diclofenac|3355|Diclofenac|1124300
D004061|Diflunisal|3393|Diflunisal|1126128
D004280|Dobutamine|3616|Dobutamine|1337720
D004317|Doxorubicin|3639|Doxorubicin|1338512
D004369|Ca-DTPA|132879|Ca-DTPA|19015348
D004837|Epinephrine|3992|Epinephrine|1343916
D004917|Erythromycin|4053|Erythromycin|1746940
D004926|Escherichia coli|350202|Escherichia coli preparation|19030957
D004961|Estramustine|4089|Estramustine|1349025
D004979|Ethamsylate|4112|Ethamsylate|19049350
D004984|Ethchlorvynol|4118|Ethchlorvynol|749727
D005013|Ethosuximide|4135|Ethosuximide|750119
D005036|Ethylmorphine|4166|Ethylmorphine|19050414
D005054|Eugenol|4186|Eugenol|19050560
D005164|Factor IX|4249|Factor IX|1351935
D005424|Flecainide|4441|Flecainide|1354860
C072269|temoporfin|115243|temoporfin|19011067
C073008|risedronate|73056|Risedronate|1516800
C013463|cyclomethycaine|21990|cyclomethycaine|19080972
D002245|Carbon Dioxide|2034|Carbon Dioxide|19046180
D002260|Carboprost|2051|Carboprost|19049150
D002435|Cefamandole|2178|Cefamandole|19070174
D002514|Cephapirin|2238|Cephapirin|19086790
D002593|Cetrimides|2284|Cetrimides|19054849
D002635|Chenodeoxycholate|42588|Chenodeoxycholate|19052447
D002707|Chlordiazepoxide|2356|Chlordiazepoxide|990678
D002727|Chloroguanide|2382|Chloroguanide|1792429
D002741|Chlorotrianisene|2397|Chlorotrianisene|19092684
D002743|Chlorphenesin|2399|Chlorphenesin|19092712
D002751|Chlortetracycline|2408|Chlortetracycline|19095043
D002809|Chondroitin Sulfates|2473|Chondroitin Sulfates|1395573
C415002|ponazuril|298983|ponazuril|40171105
C013769|rimexolone|55681|rimexolone|977421
C014225|tocophersolan|159151|tocophersolan|19018322
C014486|hydroquinidine|27220|hydroquinidine|19069075
D002927|Cimetidine|2541|Cimetidine|997276
D002991|Clofazimine|2592|Clofazimine|1798476
D002996|Clomiphene|2596|Clomiphene|1598819
D003005|Clopamide|2603|Clopamide|19099181
D003008|Cloprostenol|2606|Cloprostenol|19099183
D003023|Cloxacillin|2625|Cloxacillin|1800835
D003078|Colchicine|2683|Colchicine|1101554
D003401|Creatine|2907|Creatine|19071967
D003493|Cyclacillin|2968|Cyclacillin|19009277
D003494|Cyclamates|2969|Cyclamates|19009306
D003501|Cyclizine|2977|Cyclizine|909358
C006717|bentiromide|18896|bentiromide|19035595
C006798|brilliant green|19698|brilliant green|19039029
C006922|carpipramine|20342|carpipramine|19026925
C006931|bovine cartilage extract|47295|bovine cartilage extract|19112547
C007032|chlorthenoxazin|20891|chlorthenoxazin|19040071
C007066|cinametic acid|21113|cinametic acid|19045931
C007894|guar gum|26344|guar gum|1000979
C008205|isopropyl myristate|27985|isopropyl myristate|19003568
C008352|meprednisone|29523|meprednisone|19009116
C008970|alginic acid|17305|alginic acid|19030059
C009279|sodium bisulfite|36679|sodium bisulfite|19039850
C009746|etofibrate|24609|etofibrate|19060156
C009822|monosulfiram|30206|monosulfiram|19072130
C010423|zinc pyrithione|39952|zinc pyrithione|944360
C010467|hydrotalcite|27221|hydrotalcite|19002230
C010798|toloxatone|38382|toloxatone|19100775
C010969|gliquidone|25793|gliquidone|19097821
C011030|oxfendazole|32634|oxfendazole|40163712
C011214|demegestone|22483|demegestone|19052689
C011410|bromodiphenhydramine|19759|bromodiphenhydramine|1139216
C011676|beclamide|18846|Beclamide|19018520
D015232|Dinoprostone|3478|Dinoprostone|1329415
D015237|Dinoprost|3477|Dinoprost|19029421
D015255|Idarubicin|5650|Idarubicin|19078097
D015296|Ceftizoxime|2192|Ceftizoxime|1777254
D015366|Pefloxacin|7960|Pefloxacin|19027679
D015474|Isotretinoin|6064|Isotretinoin|984232
D015760|Alfentanil|480|Alfentanil|19059528
D016559|Tacrolimus|42316|Tacrolimus|950637
D016685|Mitomycin|632|Mitomycin|1389036
D016899|Interferon-beta|4381|Interferon-beta|19109079
D017300|Pipecuronium|33742|Pipecuronium|19025281
D017323|Dihematoporphyrin Ether|23066|Dihematoporphyrin Ether|19089602
D017328|Fosinopril|50166|Fosinopril|1363749
D017329|Triptorelin|38782|Triptorelin|1343039
D017693|Sodium Bicarbonate|36676|Sodium Bicarbonate|939506
D018038|Selenite|9640|Selenite|19066274
D018119|Stavudine|59763|Stavudine|1781406
D019287|Zinc Sulfate|39954|Zinc Sulfate|19044522
D019355|Calcium Citrate|47613|Calcium Citrate|19058572
D019433|Chickenpox Vaccine|39384|Chickenpox Vaccine|543287
D019469|Indinavir|114289|Indinavir|1711523
D019786|Gadopentetate Dimeglumine|25486|Gadopentetate Dimeglumine|19097468
D019802|Succinic Acid|37255|Succinic Acid|1340532
C012541|ruscogenin|35890|ruscogenin|19099415
C012779|bis(carboxyethyl)germanium sesquioxide|158660|bis(carboxyethyl)germanium sesquioxide|19018290
C013150|nifuroxazide|31782|nifuroxazide|19015144
C013172|gamma-oryzanol|25608|gamma-oryzanol|19065867
C015562|trimethylphloroglucinol|38716|trimethylphloroglucinol|19101597
C015808|difluprednate|23043|difluprednate|19089579
C016724|secnidazole|36314|secnidazole|19037983
C017985|progabide|34568|progabide|19095776
C032151|cifenline|21099|cifenline|19045581
C032943|metocurine|29950|metocurine|19009961
C033065|aluminum magnesium silicate|17614|aluminum magnesium silicate|19018438
C033273|Gestodene|25734|Gestodene|19097684
C033300|iotrolan|51474|Iotrolan|19067271
C034028|vanadyl sulfate|39364|vanadyl sulfate|19043266
C035458|testosterone 17-phenylpropionate|37855|testosterone 17-phenylpropionate|19041536
C035605|nabumetone|31448|nabumetone|1113648
C035885|ferric phosphate|24910|ferric phosphate|19061626
C036596|bifonazole|19295|bifonazole|19037560
C037676|meningococcal group C polysaccharide|29503|meningococcal group C polysaccharide|509081
C037938|mandelic acid|29256|mandelic acid|19008870
C039726|artesunate|18346|artesunate|19018511
C040029|gabapentin|25480|gabapentin|797399
C040619|oxiracetam|32645|oxiracetam|19082891
C041125|quinapril|35208|quinapril|1331235
C041930|atomoxetine|38400|tomoxetine|742185
C043292|imidazole-2-hydroxybenzoate|27438|imidazole-2-hydroxybenzoate|19069104
C043345|emedastine|28144|emedastine|903893
C043615|iron succinyl milk protein complex|27825|iron succinyl milk protein complex|1303339
C045621|miglitol|30009|miglitol|1510202
C045742|amlexanox|46307|amlexanox|957623
C047047|cabergoline|47579|cabergoline|1558471
C047637|nomegestrol|31930|nomegestrol|19015533
C048314|fenoverine|24855|fenoverine|19061370
C011819|ferrous gluconate|24942|ferrous gluconate|1396012
C043226|meningococcal group A polysaccharide|29501|meningococcal group A polysaccharide|509079
D017257|Ramipril|35296|Ramipril|1334456
D017265|Procaterol|34530|Procaterol|19028950
D017307|Xamoterol|39801|Xamoterol|19043833
D017311|Amlodipine|17767|Amlodipine|1332418
D017334|Teicoplanin|57021|Teicoplanin|19078399
D017706|Lisinopril|29046|Lisinopril|1308216
D017835|Nedocromil|31563|Nedocromil|1114620
D019342|Acetic Acid|168|Acetic Acid|929549
D019379|Teriparatide|32915|Teriparatide|1521987
D019382|Human Growth Hormone|61148|Somatropin|1584910
D019793|Fluorescein|25138|Fluorescein|996625
C011962|oxetorone|32633|oxetorone|19082880
C012255|clobazam|21241|clobazam|19050832
C012393|oxaceprol|28068|oxaceprol|19003691
C012629|formoterol|25255|formoterol|1196677
C012655|nimesulide|53694|nimesulide|19069425
C012716|amcinonide|17652|amcinonide|930747
C012797|butibufen|19880|butibufen|19020568
C012976|flumequine|25112|flumequine|19064329
C012980|monofluorophosphate|52885|monofluorophosphate|19068715
C013322|tropatepine|38876|tropatepine|19101712
C013384|acetylglycyrrhetinic acid|16784|Acetoxolone|19018404
C013591|aluminum magnesium hydroxide|46242|aluminum magnesium hydroxide|19057603
C013657|promestriene|34625|promestriene|19029079
C015340|mepindolol|29518|mepindolol|19072028
C015586|propiverine|55175|propiverine|19077093
C016163|valrubicin|31435|valrubicin|19012543
C016422|vinburnine|57954|vinburnine|19078938
C016837|zinc chloride|39937|zinc chloride|19044317
C017507|mecysteine|29426|mecysteine|19071999
C018548|isolanid|27929|isolanid|19003522
C018961|hexamidine|26849|hexamidine|19001599
C019269|benzylthiouracil|19084|benzylthiouracil|19018604
C019536|potassium bromate|34298|potassium bromate|19095077
D019808|Losartan|52175|Losartan|1367500
D019946|Propylene Glycol|34693|Propylene glycol|929128
D020117|Cisapride|35255|Cisapride|932196
D020280|Sertraline|36437|Sertraline|739138
D020372|Dexfenfluramine|3268|Dexfenfluramine|719057
D020947|Tea Tree Oil|69627|Tea Tree Oil|19008374
D022123|Lyme Disease Vaccines|214177|Lyme Disease Vaccines|551463
D025441|Dihydroergocornine|3415|Dihydroergocornine|19026524
D037201|Follicle Stimulating Hormone, beta Subunit|25357|Follicle Stimulating Hormone, beta Subunit|1597235
D045783|Clove Oil|7624|Clove oil|19023184
D046948|Alseroxylon|599|Alseroxylon|19081667
D056604|Grape Seed Extract|237116|GRAPE SEED EXTRACT|1392182
C021083|rosoxacin|35797|rosoxacin|19036545
C021273|campesterol|20129|campesterol|19024938
C023487|ibopamine|51253|ibopamine|19113028
C023850|Tacalcitol|291204|Tacalcitol|19008361
C024555|ferric chloride|24898|ferric chloride|19095761
C025130|quazepam|35185|quazepam|731188
C025340|manganese chloride|29261|manganese chloride|19008893
C025350|rennet|35360|rennet|935382
C026041|phenyl salicylate|36122|salol|937712
C026098|etiracetam, S-isomer|114477|Levetiracetam|711584
C029178|naftifine|31476|naftifin|914053
C029617|ethyl loflazepate|24524|ethyl loflazepate|19095467
C029938|nickel sulfate|31738|nickel sulfate|19082458
C030123|coumarin|2898|coumarin|19008106
C031149|glycolate|70603|glycolate|911638
C006149|minaprine|30031|minaprine|19072123
C006166|phenothrin|33303|phenothrin|19023819
C006358|acetohydroxamic acid|16728|acetohydroxamic acid|929542
C006632|arsenic trioxide|18330|arsenic trioxide|1333379
C006723|benzyl benzoate|19044|benzyl benzoate|19036946
C007420|dihydroxyaluminum aminoacetate|23162|dihydroxyaluminum aminoacetate|19089733
C008473|methylnicotinate|29900|methylnicotinate|19009874
C008522|metylperon|29961|metylperon|19072088
C008704|pyrithione|35100|pyrithione|931035
C008769|patent blue violet|32950|patent blue violet|19022170
C009006|potassium perchlorate|34318|potassium perchlorate|19027339
C009185|pridinol|34479|pridinol|19028945
C009695|xylometazoline|39841|xylometazoline|943852
C009871|diphenylpyraline|23386|diphenylpyraline|19090000
C009999|benzonidazole|18994|benzonidazole|19018545
C010175|halazepam|26412|halazepam|801396
C010353|Protamone|453012|Protamone|19056631
C010432|clofedanol|21254|clofedanol|1150886
C010637|terodiline|37815|terodiline|19100440
C010642|3,3',5-triiodothyroacetic acid|13982|tiratricol|19016959
C011019|barbexaclone|46795|barbexaclone|19112534
C011597|amineptin|17698|amineptin|19032424
C011674|bacampicillin|18687|bacampicillin|1734205
D015248|Gemfibrozil|4719|Gemfibrozil|1558242
D015380|Interferon Alfa-2a|5879|Interferon Alfa-2a|1379969
D015575|Roxithromycin|9478|Roxithromycin|19063874
D015649|Pentostatin|8011|Pentostatin|19031224
D015735|Mifepristone|6964|Mifepristone|1508439
D015942|Factor VIIa|4256|Factor VIIa|1352141
D016190|Carboplatin|40048|Carboplatin|1344905
D016316|Guanfacine|40114|Guanfacine|1344965
D016597|Trimetrexate|42333|Trimetrexate|1750928
C082938|rapacuronium|262100|rapacuronium|19100368
C083418|palonosetron|70561|palonosetron|911354
C084555|valacyclovir|73645|valacyclovir|1717704
C087123|romidepsin|877510|romidepsin|40168385
C043482|moxonidine|30257|moxonidine|19011021
C044919|deferiprone|11645|deferiprone|19011091
C076731|Levosimendan|73107|Levosimendan|40173184
C078049|gatifloxacin|228476|gatifloxacin|1789276
C079890|tiotropium|69120|tiotropium|1106776
C081247|tinzaparin|69646|tinzaparin|1308473
D025442|Dihydroergocristine|3416|Dihydroergocristine|19026526
D051523|Palifermin|196319|Palifermin|19038562
C020527|tioconazole|38298|tioconazole|942028
C021277|nilutamide|31805|nilutamide|1315286
C022116|adrafinil|45938|adrafinil|19112518
C023039|piperocaine|33752|piperocaine|19093362
C023507|tetroxoprim|37999|tetroxoprim|19041781
C023599|stannous chloride|37032|stannous chloride|19100411
C023808|rifamycin SV|35616|rifamycin SV|19035924
C024823|ferric sulfate|24913|ferric sulfate|19095802
C026546|quinfamide|35216|quinfamide|19031360
C028541|zirconium oxide|39972|zirconium oxide|19044747
C029107|4-chlorophenol|14982|4-chlorophenol|19020071
C029658|propionic acid|34658|Propionic acid|19029135
C029743|alpha-ketoglutaric acid|17511|alpha-ketoglutaric acid|19018434
C030121|pectin|32987|pectin|922191
C030906|clemizolpenicillin|21226|clemizolpenicillin|19050768
C031576|lomifylline|164423|lomifylline|19029308
C031986|habekacin|26397|habekacin|19101402
C032033|5-methyl-8-hydroxyquinoline|15850|5-methyl-8-hydroxyquinoline|19018287
C032246|levulinic acid|6379|levulinic acid|19124330
C032257|methylnaltrexone|29899|methylnaltrexone|909841
C032587|olsalazine|32385|olsalazine|916282
C032758|trolamine salicylate|38866|trolamine salicylate|943116
C032801|tenoxicam|37790|tenoxicam|19041220
C033343|ethanolamine oleate|24460|ethanolamine oleate|19095285
C035100|nilvadipine|53692|nilvadipine|19113063
C035289|dapiprazole|22298|dapiprazole|19086622
C035916|dipropizine|23419|dipropizine|19054993
C036103|detajmium|82665|detajmium|19133173
C041226|Terazosin|37798|terazosine|1341238
C042131|glubionate calcium|25806|glubionate calcium|19097867
C042533|1 alpha-hydroxyergocalciferol|11516|Doxercalciferol|1512446
C042705|pegaspargase|34132|polyethyleneglycol-asparaginase|1326481
C043211|carvedilol|20352|carvedilol|1346823
C043266|cefepime|20481|cefepime|1748975
C046649|ropinirole|72302|ropinirole|713823
C046894|buclizine|59636|buclizine|19081195
C047049|colfosceril|107784|Colfosceril|19004764
C047444|cefetamet|20482|cefetamet|19028241
C053571|iopentol|27779|iopentol|19069110
