16123992	Antineoplastic Combined Chemotherapy Protocols	D000971	Demyelinating Diseases	D003711	16123992	Case Reports	D002363
7440131	Ethacrynic Acid	D004976	Foot Diseases	D005534	7440131	Case Reports	D002363
7440131	Ethacrynic Acid	D004976	Edema	D004487	7440131	Case Reports	D002363
7440131	Spironolactone	D013148	Hypokalemia	D007008	7440131	Case Reports	D002363
7440131	Spironolactone	D013148	Hyperaldosteronism	D006929	7440131	Case Reports	D002363
7440131	Spironolactone	D013148	Foot Diseases	D005534	7440131	Case Reports	D002363
7440131	Spironolactone	D013148	Edema	D004487	7440131	Case Reports	D002363
7440347	Medroxyprogesterone	D008525	Dog Diseases	D004283	7440347	Case Reports	D002363
7440347	Medroxyprogesterone	D008525	Acromegaly	D000172	7440347	Case Reports	D002363
7002999	Iron	D007501	Hypertension, Portal	D006975	7002999	Case Reports	D002363
7002999	Iron	D007501	Hemosiderosis	D006486	7002999	Case Reports	D002363
6934284	Antineoplastic Agents	D000970	Heart Failure	D006333	6934284	Case Reports	D002363
7441611	Caproates	D002208	Glomerulonephritis	D005921	7441611	Case Reports	D002363
7441611	Penicillic Acid	D010398	Glomerulonephritis	D005921	7441611	Case Reports	D002363
7441660	Aspirin	D001241	Gastrointestinal Diseases	D005767	7441660	Clinical Trial	D016430
7441660	Aspirin	D001241	Central Nervous System Diseases	D002493	7441660	Clinical Trial	D016430
7441660	Indomethacin	D007213	Gastrointestinal Diseases	D005767	7441660	Clinical Trial	D016430
7441660	Indomethacin	D007213	Central Nervous System Diseases	D002493	7441660	Clinical Trial	D016430
7441660	Naproxen	D009288	Gastrointestinal Diseases	D005767	7441660	Clinical Trial	D016430
7441660	Naproxen	D009288	Central Nervous System Diseases	D002493	7441660	Clinical Trial	D016430
7441663	Phenytoin	D010672	Fasciitis	D005208	7441663	Case Reports	D002363
7441663	Phenytoin	D010672	Eosinophilia	D004802	7441663	Case Reports	D002363
7441842	Phenacetin	D010615	Kidney Failure, Chronic	D007676	7441842	Case Reports	D002363
7441854	Metrizamide	D008793	Movement Disorders	D009069	7441854	Case Reports	D002363
7441854	Myelography	D009192	Movement Disorders	D009069	7441854	Case Reports	D002363
7441855	Methyldopa	D008750	Parkinson Disease, Secondary	D010302	7441855	Case Reports	D002363
7441859	Propanolamines	D011412	Lung Diseases, Obstructive	D008173	7441859	Case Reports	D002363
7441859	Timolol	D013999	Lung Diseases, Obstructive	D008173	7441859	Case Reports	D002363
7441902	Estrogens	D004967	Gynecomastia	D006177	7441902	Case Reports	D002363
7442033	Adrenal Cortex Hormones	D000305	Peptic Ulcer Perforation	D010439	7442033	Case Reports	D002363
7442033	Adrenal Cortex Hormones	D000305	Peptic Ulcer Hemorrhage	D010438	7442033	Case Reports	D002363
7192347	Cortisone	D003348	Priapism	D011317	7192347	Case Reports	D002363
7192347	Cortisone	D003348	Blood Coagulation Disorders	D001778	7192347	Case Reports	D002363
7192347	Penicillins	D010406	Priapism	D011317	7192347	Case Reports	D002363
7192347	Penicillins	D010406	Blood Coagulation Disorders	D001778	7192347	Case Reports	D002363
6777613	Doxorubicin	D004317	Epidermolysis Bullosa	D004820	6777613	Case Reports	D002363
7442377	Anti-Bacterial Agents	D000900	Enterocolitis, Pseudomembranous	D004761	7442377	Case Reports	D002363
6108443	Benzimidazoles	D001562	Dystonia	D004421	6108443	Case Reports	D002363
6108443	Infusions, Parenteral	D007263	Dystonia	D004421	6108443	Case Reports	D002363
6108443	Piperidines	D010880	Dystonia	D004421	6108443	Case Reports	D002363
6108450	Ergotamine	D004878	Spasm	D013035	6108450	Case Reports	D002363
6108469	Valproic Acid	D014635	Hepatic Encephalopathy	D006501	6108469	Case Reports	D002363
6108469	Valproic Acid	D014635	Cholestasis	D002779	6108469	Case Reports	D002363
6108477	Cisplatin	D002945	Tetany	D013746	6108477	Case Reports	D002363
6108477	Cisplatin	D002945	Hypocalcemia	D006996	6108477	Case Reports	D002363
7442414	Clofazimine	D002991	Ileal Diseases	D007077	7442414	Case Reports	D002363
6108493	Adrenergic beta-Antagonists	D000319	Hypoglycemia	D007003	6108493	Case Reports	D002363
6108520	Sulfasalazine	D012460	Infertility, Male	D007248	6108520	Case Reports	D002363
7003449	Flurbiprofen	D005480	Gastrointestinal Diseases	D005767	7003449	Clinical Trial	D016430
7003449	Naproxen	D009288	Gastrointestinal Diseases	D005767	7003449	Clinical Trial	D016430
7003455	Folic Acid Antagonists	D005493	Thrombocytopenia	D013921	7003455	Clinical Trial	D016430
7003455	Folic Acid Antagonists	D005493	Nausea	D009325	7003455	Clinical Trial	D016430
7003455	Folic Acid Antagonists	D005493	Leukopenia	D007970	7003455	Clinical Trial	D016430
7003455	Folic Acid Antagonists	D005493	Diarrhea	D003967	7003455	Clinical Trial	D016430
7003455	Razoxane	D011929	Thrombocytopenia	D013921	7003455	Clinical Trial	D016430
7003455	Razoxane	D011929	Nausea	D009325	7003455	Clinical Trial	D016430
7003455	Razoxane	D011929	Leukopenia	D007970	7003455	Clinical Trial	D016430
7003455	Razoxane	D011929	Diarrhea	D003967	7003455	Clinical Trial	D016430
7003455	Triazines	D014227	Thrombocytopenia	D013921	7003455	Clinical Trial	D016430
7003455	Triazines	D014227	Nausea	D009325	7003455	Clinical Trial	D016430
7003455	Triazines	D014227	Leukopenia	D007970	7003455	Clinical Trial	D016430
7003455	Triazines	D014227	Diarrhea	D003967	7003455	Clinical Trial	D016430
6160440	Bleomycin	D001761	Fever	D005334	6160440	Case Reports	D002363
6969392	Anticoagulants	D000925	Hematoma	D006406	6969392	Case Reports	D002363
6969392	Anticoagulants	D000925	Gastrointestinal Hemorrhage	D006471	6969392	Case Reports	D002363
6969392	Anticoagulants	D000925	Esophageal Diseases	D004935	6969392	Case Reports	D002363
7443414	Penicillamine	D010396	Nephrotic Syndrome	D009404	7443414	Case Reports	D002363
7443414	Penicillamine	D010396	Nephrosis, Lipoid	D009402	7443414	Case Reports	D002363
6108550	Antipsychotic Agents	D014150	Respiratory Insufficiency	D012131	6108550	Case Reports	D002363
6108550	Antipsychotic Agents	D014150	Basal Ganglia Diseases	D001480	6108550	Case Reports	D002363
6255404	Disulfiram	D004221	Peripheral Nervous System Diseases	D010523	6255404	Case Reports	D002363
7443446	Lomustine	D008130	Kidney Failure, Chronic	D007676	7443446	Case Reports	D002363
7443446	Nitrosourea Compounds	D009607	Kidney Failure, Chronic	D007676	7443446	Case Reports	D002363
7443457	Hematoporphyrins	D006415	Photosensitivity Disorders	D010787	7443457	Case Reports	D002363
7443460	Pyridines	D011725	Myasthenia Gravis	D009157	7443460	Case Reports	D002363
7443460	Pyrithioxin	D011746	Myasthenia Gravis	D009157	7443460	Case Reports	D002363
7443595	Pindolol	D010869	Tremor	D014202	7443595	Case Reports	D002363
7443596	Amiloride	D000584	Hyperkalemia	D006947	7443596	Case Reports	D002363
7443596	Amiloride	D000584	Acidosis	D000138	7443596	Case Reports	D002363
7443596	Hydrochlorothiazide	D006852	Hyperkalemia	D006947	7443596	Case Reports	D002363
7443596	Hydrochlorothiazide	D006852	Acidosis	D000138	7443596	Case Reports	D002363
7443596	Pyrazines	D011719	Hyperkalemia	D006947	7443596	Case Reports	D002363
7443596	Pyrazines	D011719	Acidosis	D000138	7443596	Case Reports	D002363
7443598	Amiodarone	D000638	Hyperthyroidism	D006980	7443598	Case Reports	D002363
7443598	Benzofurans	D001572	Hyperthyroidism	D006980	7443598	Case Reports	D002363
6777766	Gold Sodium Thiomalate	D006052	Acute Kidney Injury	D058186	6777766	Case Reports	D002363
7443602	Naproxen	D009288	Jaundice	D007565	7443602	Case Reports	D002363
7443620	Rifampin	D012293	Anuria	D001002	7443620	Case Reports	D002363
6777789	Lithium	D008094	Papilledema	D010211	6777789	Case Reports	D002363
7443779	Lithium	D008094	Basal Ganglia Diseases	D001480	7443779	Case Reports	D002363
6108584	Antipsychotic Agents	D014150	Bipolar Disorder	D001714	6108584	Case Reports	D002363
6108584	Tropanes	D014326	Bipolar Disorder	D001714	6108584	Case Reports	D002363
7443959	Amitriptyline	D000639	Bipolar Disorder	D001714	7443959	Case Reports	D002363
7443959	Amitriptyline	D000639	Affective Disorders, Psychotic	D000341	7443959	Case Reports	D002363
6777848	Anticoagulants	D000925	Cerebral Hemorrhage	D002543	6777848	Case Reports	D002363
6777848	Parenteral Nutrition	D010288	Cerebral Hemorrhage	D002543	6777848	Case Reports	D002363
6777848	Parenteral Nutrition, Total	D010289	Cerebral Hemorrhage	D002543	6777848	Case Reports	D002363
7444371	Heparin	D006493	Thrombocytopenia	D013921	7444371	Clinical Trial	D016430
7444414	Isoquinolines	D007546	Fever	D005334	7444414	Case Reports	D002363
7444414	Nomifensine	D009627	Fever	D005334	7444414	Case Reports	D002363
7444510	Warfarin	D014859	Necrosis	D009336	7444510	Case Reports	D002363
7444510	Warfarin	D014859	Gangrene	D005734	7444510	Case Reports	D002363
7003727	Doxorubicin	D004317	Skin Ulcer	D012883	7003727	Case Reports	D002363
7003727	Injections, Intravenous	D007275	Skin Ulcer	D012883	7003727	Case Reports	D002363
7444612	Drug Combinations	D004338	Myasthenia Gravis	D009157	7444612	Case Reports	D002363
7444612	Penicillin G	D010400	Myasthenia Gravis	D009157	7444612	Case Reports	D002363
7444612	Penicillin G Benzathine	D010401	Myasthenia Gravis	D009157	7444612	Case Reports	D002363
7444612	Penicillin G Procaine	D010402	Myasthenia Gravis	D009157	7444612	Case Reports	D002363
6255614	Tamoxifen	D013629	Hypercalcemia	D006934	6255614	Case Reports	D002363
7444692	Iodine Radioisotopes	D007457	Hypoparathyroidism	D007011	7444692	Case Reports	D002363
7444839	Cobalt	D003035	Occupational Diseases	D009784	7444839	Case Reports	D002363
7444839	Cobalt	D003035	Lung Diseases	D008171	7444839	Case Reports	D002363
7444839	Cobalt	D003035	Alveolitis, Extrinsic Allergic	D000542	7444839	Case Reports	D002363
7444926	Oxytetracycline	D010118	Horse Diseases	D006734	7444926	Case Reports	D002363
7444926	Oxytetracycline	D010118	Colitis	D003092	7444926	Case Reports	D002363
7445106	Fluorouracil	D005472	Coronary Disease	D003327	7445106	Case Reports	D002363
7445153	Fentanyl	D005283	Hypoventilation	D007040	7445153	Case Reports	D002363
7445156	Asbestos	D001194	Pleural Neoplasms	D010997	7445156	Case Reports	D002363
7445156	Asbestos	D001194	Occupational Diseases	D009784	7445156	Case Reports	D002363
7445156	Asbestos	D001194	Mesothelioma	D008654	7445156	Case Reports	D002363
7445165	Cortisone	D003348	Legg-Calve-Perthes Disease	D007873	7445165	Case Reports	D002363
7445165	Cortisone	D003348	Femur Head Necrosis	D005271	7445165	Case Reports	D002363
6108630	Sulfasalazine	D012460	Lung Diseases	D008171	6108630	Case Reports	D002363
6108630	Sulfasalazine	D012460	Dyspnea	D004417	6108630	Case Reports	D002363
6108630	Sulfasalazine	D012460	Cough	D003371	6108630	Case Reports	D002363
7445210	Anti-Bacterial Agents	D000900	Colitis	D003092	7445210	Case Reports	D002363
7445210	Anti-Bacterial Agents	D000900	Clostridium Infections	D003015	7445210	Case Reports	D002363
6777931	Ampicillin	D000667	Gastrointestinal Hemorrhage	D006471	6777931	Case Reports	D002363
6777931	Ampicillin	D000667	Diarrhea	D003967	6777931	Case Reports	D002363
6777931	Penicillin V	D010404	Gastrointestinal Hemorrhage	D006471	6777931	Case Reports	D002363
6777931	Penicillin V	D010404	Diarrhea	D003967	6777931	Case Reports	D002363
7445231	Propylthiouracil	D011441	Agranulocytosis	D000380	7445231	Case Reports	D002363
7445301	Cyclophosphamide	D003520	Urethral Neoplasms	D014523	7445301	Case Reports	D002363
7445301	Cyclophosphamide	D003520	Carcinoma, Transitional Cell	D002295	7445301	Case Reports	D002363
7445310	Anticoagulants	D000925	Hemorrhage	D006470	7445310	Case Reports	D002363
7445362	Meat	D008460	Dog Diseases	D004283	7445362	Case Reports	D002363
7445496	Gasoline	D005742	Pneumonia, Aspiration	D011015	7445496	Case Reports	D002363
7445496	Gasoline	D005742	Occupational Diseases	D009784	7445496	Case Reports	D002363
7445496	Gasoline	D005742	Empyema	D004653	7445496	Case Reports	D002363
7445496	Petroleum	D010578	Pneumonia, Aspiration	D011015	7445496	Case Reports	D002363
7445496	Petroleum	D010578	Occupational Diseases	D009784	7445496	Case Reports	D002363
7445496	Petroleum	D010578	Empyema	D004653	7445496	Case Reports	D002363
6449783	Fenoterol	D005280	Tremor	D014202	6449783	Clinical Trial	D016430
7445642	Verapamil	D014700	Heart Arrest	D006323	7445642	Case Reports	D002363
7445656	Disopyramide	D004206	Ventricular Fibrillation	D014693	7445656	Case Reports	D002363
7445656	Disopyramide	D004206	Tachycardia	D013610	7445656	Case Reports	D002363
7445656	Pyridines	D011725	Ventricular Fibrillation	D014693	7445656	Case Reports	D002363
7445656	Pyridines	D011725	Tachycardia	D013610	7445656	Case Reports	D002363
7445656	Quinine	D011803	Ventricular Fibrillation	D014693	7445656	Case Reports	D002363
7445656	Quinine	D011803	Tachycardia	D013610	7445656	Case Reports	D002363
7445829	Abortion, Induced	D000028	Gas Gangrene	D005738	7445829	Case Reports	D002363
7445829	Abortion, Induced	D000028	Endometritis	D004716	7445829	Case Reports	D002363
7445829	Prostaglandins F, Synthetic	D011461	Gas Gangrene	D005738	7445829	Case Reports	D002363
7445829	Prostaglandins F, Synthetic	D011461	Endometritis	D004716	7445829	Case Reports	D002363
7446051	Iothalamate Meglumine	D007482	Muscle Spasticity	D009128	7446051	Case Reports	D002363
7446051	Myelography	D009192	Muscle Spasticity	D009128	7446051	Case Reports	D002363
7004096	Captopril	D002216	Proteinuria	D011507	7004096	Case Reports	D002363
7004096	Captopril	D002216	Glomerulonephritis	D005921	7004096	Case Reports	D002363
7446211	Carbamazepine	D002220	Granuloma	D006099	7446211	Case Reports	D002363
6778122	Gonadotropins	D006062	Ovarian Cysts	D010048	6778122	Case Reports	D002363
6778150	Mercury	D008628	Pulmonary Embolism	D011655	6778150	Case Reports	D002363
7446392	Mexiletine	D008801	Tachycardia	D013610	7446392	Case Reports	D002363
7446392	Propylamines	D011437	Tachycardia	D013610	7446392	Case Reports	D002363
6778189	Anilides	D000813	Central Nervous System Diseases	D002493	6778189	Clinical Trial	D016430
7446537	Doxycycline	D004318	Menorrhagia	D008595	7446537	Case Reports	D002363
7446537	Warfarin	D014859	Menorrhagia	D008595	7446537	Case Reports	D002363
7446541	Cimetidine	D002927	Mental Disorders	D001523	7446541	Case Reports	D002363
7446541	Guanidines	D006146	Mental Disorders	D001523	7446541	Case Reports	D002363
7446559	Hydrochlorothiazide	D006852	Nephritis, Interstitial	D009395	7446559	Case Reports	D002363
7446559	Triamterene	D014223	Nephritis, Interstitial	D009395	7446559	Case Reports	D002363
7446633	Prostaglandins E	D011458	Uterine Rupture	D014597	7446633	Case Reports	D002363
7446635	Betamethasone	D001623	Hypokalemia	D007008	7446635	Case Reports	D002363
7446635	Betamethasone	D001623	Acidosis	D000138	7446635	Case Reports	D002363
7446635	Terbutaline	D013726	Hypokalemia	D007008	7446635	Case Reports	D002363
7446635	Terbutaline	D013726	Acidosis	D000138	7446635	Case Reports	D002363
6255800	Cyanates	D003485	Occupational Diseases	D009784	6255800	Case Reports	D002363
6255800	Cyanates	D003485	Edema	D004487	6255800	Case Reports	D002363
6255800	Cyanates	D003485	Corneal Diseases	D003316	6255800	Case Reports	D002363
6255800	Cyanates	D003485	Conjunctival Diseases	D003229	6255800	Case Reports	D002363
6255800	Toluene 2,4-Diisocyanate	D014051	Occupational Diseases	D009784	6255800	Case Reports	D002363
6255800	Toluene 2,4-Diisocyanate	D014051	Edema	D004487	6255800	Case Reports	D002363
6255800	Toluene 2,4-Diisocyanate	D014051	Corneal Diseases	D003316	6255800	Case Reports	D002363
6255800	Toluene 2,4-Diisocyanate	D014051	Conjunctival Diseases	D003229	6255800	Case Reports	D002363
7446671	Fluorenes	D005449	Retinal Diseases	D012164	7446671	Case Reports	D002363
7446671	Fluorenes	D005449	Corneal Diseases	D003316	7446671	Case Reports	D002363
7446671	Tilorone	D013994	Retinal Diseases	D012164	7446671	Case Reports	D002363
7446671	Tilorone	D013994	Corneal Diseases	D003316	7446671	Case Reports	D002363
7446675	Epinephrine	D004837	Eyelid Diseases	D005141	7446675	Case Reports	D002363
7446675	Epinephrine	D004837	Corneal Ulcer	D003320	7446675	Case Reports	D002363
7446825	Benzimidazoles	D001562	Neutropenia	D009503	7446825	Case Reports	D002363
7446825	Benzimidazoles	D001562	Leukopenia	D007970	7446825	Case Reports	D002363
7446825	Mebendazole	D008463	Neutropenia	D009503	7446825	Case Reports	D002363
7446825	Mebendazole	D008463	Leukopenia	D007970	7446825	Case Reports	D002363
7446831	Crotalid Venoms	D003435	Afibrinogenemia	D000347	7446831	Case Reports	D002363
7446831	Crotalid Venoms	D003435	Acute Kidney Injury	D058186	7446831	Case Reports	D002363
6893789	Morphine	D009020	Respiratory Insufficiency	D012131	6893789	Case Reports	D002363
7446916	Anesthesia, Dental	D000766	Arrhythmias, Cardiac	D001145	7446916	Clinical Trial	D016430
7446916	Anesthesia, Inhalation	D000769	Arrhythmias, Cardiac	D001145	7446916	Clinical Trial	D016430
7446916	Enflurane	D004737	Arrhythmias, Cardiac	D001145	7446916	Clinical Trial	D016430
7446916	Halothane	D006221	Arrhythmias, Cardiac	D001145	7446916	Clinical Trial	D016430
6108735	Terbutaline	D013726	Hypokalemia	D007008	6108735	Case Reports	D002363
7004273	Succinylcholine	D013390	Fasciculation	D005207	7004273	Clinical Trial	D016430
7192514	Penicillins	D010406	Anaphylaxis	D000707	7192514	Case Reports	D002363
7192514	Succinylcholine	D013390	Anaphylaxis	D000707	7192514	Case Reports	D002363
7192515	Meperidine	D008614	Spasm	D013035	7192515	Case Reports	D002363
7192515	Meperidine	D008614	Duodenal Diseases	D004378	7192515	Case Reports	D002363
7192515	Meperidine	D008614	Common Bile Duct Diseases	D003137	7192515	Case Reports	D002363
7447086	Aspirin	D001241	Bronchial Spasm	D001986	7447086	Case Reports	D002363
7447086	Aspirin	D001241	Asthma	D001249	7447086	Case Reports	D002363
7447086	Naproxen	D009288	Bronchial Spasm	D001986	7447086	Case Reports	D002363
7447086	Naproxen	D009288	Asthma	D001249	7447086	Case Reports	D002363
7447088	Trichophytin	D014248	Anaphylaxis	D000707	7447088	Case Reports	D002363
7447102	Bretylium Tosylate	D001950	Hypotension	D007022	7447102	Case Reports	D002363
7447102	Bretylium Tosylate	D001950	Hypertension	D006973	7447102	Case Reports	D002363
7447174	Contraceptives, Oral	D003276	Liver Neoplasms	D008113	7447174	Case Reports	D002363
7447197	Indenes	D007192	Pancreatitis	D010195	7447197	Case Reports	D002363
7447197	Sulindac	D013467	Pancreatitis	D010195	7447197	Case Reports	D002363
6969565	Aniline Compounds	D000814	Occupational Diseases	D009784	6969565	Case Reports	D002363
6969565	Aniline Compounds	D000814	Lupus Erythematosus, Systemic	D008180	6969565	Case Reports	D002363
6969565	Hair Dyes	D006202	Occupational Diseases	D009784	6969565	Case Reports	D002363
6969565	Hair Dyes	D006202	Lupus Erythematosus, Systemic	D008180	6969565	Case Reports	D002363
